"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for"
"23.3.4.17","read_backoff_min_latency_ms","1000",0,"Setting to reduce the number of threads in case of slow reads. Pay attention only to reads that took at least that much time.",\N,\N,0,"Milliseconds","1000",""
"23.3.4.17","read_backoff_max_throughput","1048576",0,"Settings to reduce the number of threads in case of slow reads. Count events when the read bandwidth is less than that many bytes per second.",\N,\N,0,"UInt64","1048576",""
"23.3.4.17","read_backoff_min_interval_between_events_ms","1000",0,"Settings to reduce the number of threads in case of slow reads. Do not pay attention to the event, if the previous one has passed less than a certain amount of time.",\N,\N,0,"Milliseconds","1000",""
"23.3.4.17","read_backoff_min_events","2",0,"Settings to reduce the number of threads in case of slow reads. The number of events after which the number of threads will be reduced.",\N,\N,0,"UInt64","2",""
"23.3.4.17","read_backoff_min_concurrency","1",0,"Settings to try keeping the minimal number of threads in case of slow reads.",\N,\N,0,"UInt64","1",""
"23.3.4.17","memory_tracker_fault_probability","0",0,"For testing of `exception safety` - throw an exception every time you allocate memory with the specified probability.",\N,\N,0,"Float","0",""
"23.3.4.17","enable_http_compression","0",0,"Compress the result if the client over HTTP said that it understands data compressed by gzip or deflate.",\N,\N,0,"Bool","0",""
"23.3.4.17","http_zlib_compression_level","3",0,"Compression level - used if the client on HTTP said that it understands data compressed by gzip or deflate.",\N,\N,0,"Int64","3",""
"23.3.4.17","http_native_compression_disable_checksumming_on_decompress","0",0,"If you uncompress the POST data from the client compressed by the native format, do not check the checksum.",\N,\N,0,"Bool","0",""
"23.3.4.17","count_distinct_implementation","uniqExact",0,"What aggregate function to use for implementation of count(DISTINCT ...)",\N,\N,0,"String","uniqExact",""
"23.3.4.17","add_http_cors_header","0",0,"Write add http CORS header.",\N,\N,0,"Bool","0",""
"23.3.4.17","max_http_get_redirects","0",0,"Max number of http GET redirects hops allowed. Make sure additional security measures are in place to prevent a malicious server to redirect your requests to unexpected services.",\N,\N,0,"UInt64","0",""
"23.3.4.17","use_client_time_zone","0",0,"Use client timezone for interpreting DateTime string values, instead of adopting server timezone.",\N,\N,0,"Bool","0",""
"23.3.4.17","send_progress_in_http_headers","0",0,"Send progress notifications using X-ClickHouse-Progress headers. Some clients do not support high amount of HTTP headers (Python requests in particular), so it is disabled by default.",\N,\N,0,"Bool","0",""
"23.3.4.17","http_headers_progress_interval_ms","100",0,"Do not send HTTP headers X-ClickHouse-Progress more frequently than at each specified interval.",\N,\N,0,"UInt64","100",""
"23.3.4.17","http_wait_end_of_query","0",0,"Enable HTTP response buffering on the server-side.",\N,\N,0,"Bool","0",""
"23.3.4.17","http_response_buffer_size","0",0,"The number of bytes to buffer in the server memory before sending a HTTP response to the client or flushing to disk (when http_wait_end_of_query is enabled).",\N,\N,0,"UInt64","0",""
"23.3.4.17","fsync_metadata","1",0,"Do fsync after changing metadata for tables and databases (.sql files). Could be disabled in case of poor latency on server with high load of DDL queries and high load of disk subsystem.",\N,\N,0,"Bool","1",""
"23.3.4.17","join_use_nulls","0",0,"Use NULLs for non-joined rows of outer JOINs for types that can be inside Nullable. If false, use default value of corresponding columns data type.",\N,\N,0,"Bool","0",""
"23.3.4.17","join_default_strictness","ALL",0,"Set default strictness in JOIN query. Possible values: empty string, 'ANY', 'ALL'. If empty, query without strictness will throw exception.",\N,\N,0,"JoinStrictness","ALL",""
"23.3.4.17","any_join_distinct_right_table_keys","0",0,"Enable old ANY JOIN logic with many-to-one left-to-right table keys mapping for all ANY JOINs. It leads to confusing not equal results for 't1 ANY LEFT JOIN t2' and 't2 ANY RIGHT JOIN t1'. ANY RIGHT JOIN needs one-to-many keys mapping to be consistent with LEFT one.",\N,\N,0,"Bool","0",""
"23.3.4.17","single_join_prefer_left_table","1",0,"For single JOIN in case of identifier ambiguity prefer left table",\N,\N,0,"Bool","1",""
"23.3.4.17","preferred_block_size_bytes","1000000",0,"This setting adjusts the data block size for query processing and represents additional fine tune to the more rough 'max_block_size' setting. If the columns are large and with 'max_block_size' rows the block size is likely to be larger than the specified amount of bytes, its size will be lowered for better CPU cache locality.",\N,\N,0,"UInt64","1000000",""
"23.3.4.17","max_replica_delay_for_distributed_queries","300",0,"If set, distributed queries of Replicated tables will choose servers with replication delay in seconds less than the specified value (not inclusive). Zero means do not take delay into account.",\N,\N,0,"UInt64","300",""
"23.3.4.17","fallback_to_stale_replicas_for_distributed_queries","1",0,"Suppose max_replica_delay_for_distributed_queries is set and all replicas for the queried table are stale. If this setting is enabled, the query will be performed anyway, otherwise the error will be reported.",\N,\N,0,"Bool","1",""
"23.3.4.17","preferred_max_column_in_block_size_bytes","0",0,"Limit on max column size in block while reading. Helps to decrease cache misses count. Should be close to L2 cache size.",\N,\N,0,"UInt64","0",""
"23.3.4.17","parts_to_delay_insert","0",0,"If the destination table contains at least that many active parts in a single partition, artificially slow down insert into table.",\N,\N,0,"UInt64","0",""
"23.3.4.17","parts_to_throw_insert","0",0,"If more than this number active parts in a single partition of the destination table, throw 'Too many parts ...' exception.",\N,\N,0,"UInt64","0",""
"23.3.4.17","insert_distributed_sync","0",0,"If setting is enabled, insert query into distributed waits until data will be sent to all nodes in cluster.",\N,\N,0,"Bool","0",""
"23.3.4.17","insert_distributed_timeout","0",0,"Timeout for insert query into distributed. Setting is used only with insert_distributed_sync enabled. Zero value means no timeout.",\N,\N,0,"UInt64","0",""
"23.3.4.17","distributed_ddl_task_timeout","180",0,"Timeout for DDL query responses from all hosts in cluster. If a ddl request has not been performed on all hosts, a response will contain a timeout error and a request will be executed in an async mode. Negative value means infinite. Zero means async mode.",\N,\N,0,"Int64","180",""
"23.3.4.17","stream_flush_interval_ms","7500",0,"Timeout for flushing data from streaming storages.",\N,\N,0,"Milliseconds","7500",""
"23.3.4.17","stream_poll_timeout_ms","500",0,"Timeout for polling data from/to streaming storages.",\N,\N,0,"Milliseconds","500",""
"23.3.4.17","final","0",0,"Query with the FINAL modifier by default. If the engine does not support final, it does not have any effect. On queries with multiple tables final is applied only on those that support it. It also works on distributed tables",\N,\N,0,"Bool","0",""
"23.3.4.17","partial_result_on_first_cancel","0",0,"Allows query to return a partial result after cancel.",\N,\N,0,"Bool","0",""
"23.3.4.17","sleep_in_send_tables_status_ms","0",0,"Time to sleep in sending tables status response in TCPHandler",\N,\N,0,"Milliseconds","0",""
"23.3.4.17","sleep_in_send_data_ms","0",0,"Time to sleep in sending data in TCPHandler",\N,\N,0,"Milliseconds","0",""
"23.3.4.17","sleep_after_receiving_query_ms","0",0,"Time to sleep after receiving query in TCPHandler",\N,\N,0,"Milliseconds","0",""
"23.3.4.17","unknown_packet_in_send_data","0",0,"Send unknown packet instead of data Nth data packet",\N,\N,0,"UInt64","0",""
"23.3.4.17","insert_allow_materialized_columns","0",0,"If setting is enabled, Allow materialized columns in INSERT.",\N,\N,0,"Bool","0",""
"23.3.4.17","http_connection_timeout","1",0,"HTTP connection timeout.",\N,\N,0,"Seconds","1",""
"23.3.4.17","http_send_timeout","180",0,"HTTP send timeout",\N,\N,0,"Seconds","180",""
"23.3.4.17","http_receive_timeout","180",0,"HTTP receive timeout",\N,\N,0,"Seconds","180",""
"23.3.4.17","http_max_uri_size","1048576",0,"Maximum URI length of HTTP request",\N,\N,0,"UInt64","1048576",""
"23.3.4.17","http_max_fields","1000000",0,"Maximum number of fields in HTTP header",\N,\N,0,"UInt64","1000000",""
"23.3.4.17","http_max_field_name_size","1048576",0,"Maximum length of field name in HTTP header",\N,\N,0,"UInt64","1048576",""
"23.3.4.17","http_max_field_value_size","1048576",0,"Maximum length of field value in HTTP header",\N,\N,0,"UInt64","1048576",""
"23.3.4.17","http_max_chunk_size","107374182400",0,"Maximum value of a chunk size in HTTP chunked transfer encoding",\N,\N,0,"UInt64","107374182400",""
"23.3.4.17","http_skip_not_found_url_for_globs","1",0,"Skip url's for globs with HTTP_NOT_FOUND error",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_throw_if_noop","0",0,"If setting is enabled and OPTIMIZE query didn't actually assign a merge then an explanatory exception is thrown",\N,\N,0,"Bool","0",""
"23.3.4.17","use_index_for_in_with_subqueries","1",0,"Try using an index if there is a subquery or a table expression on the right side of the IN operator.",\N,\N,0,"Bool","1",""
"23.3.4.17","joined_subquery_requires_alias","1",0,"Force joined subqueries and table functions to have aliases for correct name qualification.",\N,\N,0,"Bool","1",""
"23.3.4.17","empty_result_for_aggregation_by_empty_set","0",0,"Return empty result when aggregating without keys on empty set.",\N,\N,0,"Bool","0",""
"23.3.4.17","empty_result_for_aggregation_by_constant_keys_on_empty_set","1",0,"Return empty result when aggregating by constant keys on empty set.",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_distributed_ddl","1",0,"If it is set to true, then a user is allowed to executed distributed DDL queries.",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_suspicious_codecs","0",0,"If it is set to true, allow to specify meaningless compression codecs.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_experimental_codecs","0",0,"If it is set to true, allow to specify experimental compression codecs (but we don't have those yet and this option does nothing).",\N,\N,0,"Bool","0",""
"23.3.4.17","query_profiler_real_time_period_ns","1000000000",0,"Period for real clock timer of query profiler (in nanoseconds). Set 0 value to turn off the real clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling.",\N,\N,0,"UInt64","1000000000",""
"23.3.4.17","query_profiler_cpu_time_period_ns","1000000000",0,"Period for CPU clock timer of query profiler (in nanoseconds). Set 0 value to turn off the CPU clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling.",\N,\N,0,"UInt64","1000000000",""
"23.3.4.17","metrics_perf_events_enabled","0",0,"If enabled, some of the perf events will be measured throughout queries' execution.",\N,\N,0,"Bool","0",""
"23.3.4.17","metrics_perf_events_list","",0,"Comma separated list of perf metrics that will be measured throughout queries' execution. Empty means all events. See PerfEventInfo in sources for the available events.",\N,\N,0,"String","",""
"23.3.4.17","opentelemetry_start_trace_probability","0",0,"Probability to start an OpenTelemetry trace for an incoming query.",\N,\N,0,"Float","0",""
"23.3.4.17","opentelemetry_trace_processors","0",0,"Collect OpenTelemetry spans for processors.",\N,\N,0,"Bool","0",""
"23.3.4.17","prefer_column_name_to_alias","0",0,"Prefer using column names instead of aliases if possible.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_experimental_analyzer","0",0,"Allow experimental analyzer",\N,\N,0,"Bool","0",""
"23.3.4.17","prefer_global_in_and_join","0",0,"If enabled, all IN/JOIN operators will be rewritten as GLOBAL IN/JOIN. It's useful when the to-be-joined tables are only available on the initiator and we need to always scatter their data on-the-fly during distributed processing with the GLOBAL keyword. It's also useful to reduce the need to access the external sources joining external tables.",\N,\N,0,"Bool","0",""
"23.3.4.17","max_rows_to_read","0",0,"Limit on read rows from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_to_read","0",0,"Limit on read bytes (after decompression) from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server.",\N,\N,0,"UInt64","0",""
"23.3.4.17","read_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_rows_to_read_leaf","0",0,"Limit on read rows on the leaf nodes for distributed queries. Limit is applied for local reads only excluding the final merge stage on the root node.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_to_read_leaf","0",0,"Limit on read bytes (after decompression) on the leaf nodes for distributed queries. Limit is applied for local reads only excluding the final merge stage on the root node.",\N,\N,0,"UInt64","0",""
"23.3.4.17","read_overflow_mode_leaf","throw",0,"What to do when the leaf limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_rows_to_group_by","0",0,"If aggregation during GROUP BY is generating more than specified number of rows (unique GROUP BY keys), the behavior will be determined by the 'group_by_overflow_mode' which by default is - throw an exception, but can be also switched to an approximate GROUP BY mode.",\N,\N,0,"UInt64","0",""
"23.3.4.17","group_by_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowModeGroupBy","throw",""
"23.3.4.17","max_bytes_before_external_group_by","0",0,"If memory usage during GROUP BY operation is exceeding this threshold in bytes, activate the 'external aggregation' mode (spill data to disk). Recommended value is half of available system memory.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_rows_to_sort","0",0,"If more than specified amount of records have to be processed for ORDER BY operation, the behavior will be determined by the 'sort_overflow_mode' which by default is - throw an exception",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_to_sort","0",0,"If more than specified amount of (uncompressed) bytes have to be processed for ORDER BY operation, the behavior will be determined by the 'sort_overflow_mode' which by default is - throw an exception",\N,\N,0,"UInt64","0",""
"23.3.4.17","sort_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_bytes_before_external_sort","0",0,"If memory usage during ORDER BY operation is exceeding this threshold in bytes, activate the 'external sorting' mode (spill data to disk). Recommended value is half of available system memory.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_before_remerge_sort","1000000000",0,"In case of ORDER BY with LIMIT, when memory usage is higher than specified threshold, perform additional steps of merging blocks before final merge to keep just top LIMIT rows.",\N,\N,0,"UInt64","1000000000",""
"23.3.4.17","remerge_sort_lowered_memory_bytes_ratio","2",0,"If memory usage after remerge does not reduced by this ratio, remerge will be disabled.",\N,\N,0,"Float","2",""
"23.3.4.17","max_result_rows","0",0,"Limit on result size in rows. The query will stop after processing a block of data if the threshold is met, but it will not cut the last block of the result, therefore the result size can be larger than the threshold.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_result_bytes","0",0,"Limit on result size in bytes (uncompressed).  The query will stop after processing a block of data if the threshold is met, but it will not cut the last block of the result, therefore the result size can be larger than the threshold. Caveats: the result size in memory is taken into account for this threshold. Even if the result size is small, it can reference larger data structures in memory, representing dictionaries of LowCardinality columns, and Arenas of AggregateFunction columns, so the threshold can be exceeded despite the small result size. The setting is fairly low level and should be used with caution.",\N,\N,0,"UInt64","0",""
"23.3.4.17","result_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_execution_time","0",0,"If query run time exceeded the specified number of seconds, the behavior will be determined by the 'timeout_overflow_mode' which by default is - throw an exception. Note that the timeout is checked and query can stop only in designated places during data processing. It currently cannot stop during merging of aggregation states or during query analysis, and the actual run time will be higher than the value of this setting.",\N,\N,0,"Seconds","0",""
"23.3.4.17","timeout_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","min_execution_speed","0",0,"Minimum number of execution rows per second.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_execution_speed","0",0,"Maximum number of execution rows per second.",\N,\N,0,"UInt64","0",""
"23.3.4.17","min_execution_speed_bytes","0",0,"Minimum number of execution bytes per second.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_execution_speed_bytes","0",0,"Maximum number of execution bytes per second.",\N,\N,0,"UInt64","0",""
"23.3.4.17","timeout_before_checking_execution_speed","10",0,"Check that the speed is not too low after the specified time has elapsed.",\N,\N,0,"Seconds","10",""
"23.3.4.17","max_columns_to_read","0",0,"If a query requires reading more than specified number of columns, exception is thrown. Zero value means unlimited. This setting is useful to prevent too complex queries.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_temporary_columns","0",0,"If a query generates more than the specified number of temporary columns in memory as a result of intermediate calculation, exception is thrown. Zero value means unlimited. This setting is useful to prevent too complex queries.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_temporary_non_const_columns","0",0,"Similar to the 'max_temporary_columns' setting but applies only to non-constant columns. This makes sense, because constant columns are cheap and it is reasonable to allow more of them.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_subquery_depth","100",0,"If a query has more than specified number of nested subqueries, throw an exception. This allows you to have a sanity check to protect the users of your cluster from going insane with their queries.",\N,\N,0,"UInt64","100",""
"23.3.4.17","max_analyze_depth","5000",0,"Maximum number of analyses performed by interpreter.",\N,\N,0,"UInt64","5000",""
"23.3.4.17","max_ast_depth","1000",0,"Maximum depth of query syntax tree. Checked after parsing.",\N,\N,0,"UInt64","1000",""
"23.3.4.17","max_ast_elements","50000",0,"Maximum size of query syntax tree in number of nodes. Checked after parsing.",\N,\N,0,"UInt64","50000",""
"23.3.4.17","max_expanded_ast_elements","500000",0,"Maximum size of query syntax tree in number of nodes after expansion of aliases and the asterisk.",\N,\N,0,"UInt64","500000",""
"23.3.4.17","readonly","0",0,"0 - no read-only restrictions. 1 - only read requests, as well as changing explicitly allowed settings. 2 - only read requests, as well as changing settings, except for the 'readonly' setting.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_rows_in_set","0",0,"Maximum size of the set (in number of elements) resulting from the execution of the IN section.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_in_set","0",0,"Maximum size of the set (in bytes in memory) resulting from the execution of the IN section.",\N,\N,0,"UInt64","0",""
"23.3.4.17","set_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_rows_in_join","0",0,"Maximum size of the hash table for JOIN (in number of rows).",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_in_join","0",0,"Maximum size of the hash table for JOIN (in number of bytes in memory).",\N,\N,0,"UInt64","0",""
"23.3.4.17","join_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","join_any_take_last_row","0",0,"When disabled (default) ANY JOIN will take the first found row for a key. When enabled, it will take the last row seen if there are multiple rows for the same key.",\N,\N,0,"Bool","0",""
"23.3.4.17","join_algorithm","default",0,"Specify join algorithm.",\N,\N,0,"JoinAlgorithm","default",""
"23.3.4.17","default_max_bytes_in_join","1000000000",0,"Maximum size of right-side table if limit is required but max_bytes_in_join is not set.",\N,\N,0,"UInt64","1000000000",""
"23.3.4.17","partial_merge_join_left_table_buffer_bytes","0",0,"If not 0 group left table blocks in bigger ones for left-side table in partial merge join. It uses up to 2x of specified memory per joining thread.",\N,\N,0,"UInt64","0",""
"23.3.4.17","partial_merge_join_rows_in_right_blocks","65536",0,"Split right-hand joining data in blocks of specified size. It's a portion of data indexed by min-max values and possibly unloaded on disk.",\N,\N,0,"UInt64","65536",""
"23.3.4.17","join_on_disk_max_files_to_merge","64",0,"For MergeJoin on disk set how much files it's allowed to sort simultaneously. Then this value bigger then more memory used and then less disk I/O needed. Minimum is 2.",\N,\N,0,"UInt64","64",""
"23.3.4.17","max_rows_in_set_to_optimize_join","100000",0,"Maximal size of the set to filter joined tables by each other row sets before joining. 0 - disable.",\N,\N,0,"UInt64","100000",""
"23.3.4.17","compatibility_ignore_collation_in_create_table","1",0,"Compatibility ignore collation in create table",\N,\N,0,"Bool","1",""
"23.3.4.17","temporary_files_codec","LZ4",0,"Set compression codec for temporary files (sort and join on disk). I.e. LZ4, NONE.",\N,\N,0,"String","LZ4",""
"23.3.4.17","max_rows_to_transfer","0",0,"Maximum size (in rows) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_to_transfer","0",0,"Maximum size (in uncompressed bytes) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed.",\N,\N,0,"UInt64","0",""
"23.3.4.17","transfer_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_rows_in_distinct","0",0,"Maximum number of elements during execution of DISTINCT.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_bytes_in_distinct","0",0,"Maximum total size of state (in uncompressed bytes) in memory for the execution of DISTINCT.",\N,\N,0,"UInt64","0",""
"23.3.4.17","distinct_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode","throw",""
"23.3.4.17","max_memory_usage","0",0,"Maximum memory usage for processing of single query. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","memory_overcommit_ratio_denominator","1073741824",0,"It represents soft memory limit on the user level. This value is used to compute query overcommit ratio.",\N,\N,0,"UInt64","1073741824",""
"23.3.4.17","max_memory_usage_for_user","0",0,"Maximum memory usage for processing all concurrently running queries for the user. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","memory_overcommit_ratio_denominator_for_user","1073741824",0,"It represents soft memory limit on the global level. This value is used to compute query overcommit ratio.",\N,\N,0,"UInt64","1073741824",""
"23.3.4.17","max_untracked_memory","4194304",0,"Small allocations and deallocations are grouped in thread local variable and tracked or profiled only when amount (in absolute value) becomes larger than specified value. If the value is higher than 'memory_profiler_step' it will be effectively lowered to 'memory_profiler_step'.",\N,\N,0,"UInt64","4194304",""
"23.3.4.17","memory_profiler_step","4194304",0,"Whenever query memory usage becomes larger than every next step in number of bytes the memory profiler will collect the allocating stack trace. Zero means disabled memory profiler. Values lower than a few megabytes will slow down query processing.",\N,\N,0,"UInt64","4194304",""
"23.3.4.17","memory_profiler_sample_probability","0",0,"Collect random allocations and deallocations and write them into system.trace_log with 'MemorySample' trace_type. The probability is for every alloc/free regardless to the size of the allocation. Note that sampling happens only when the amount of untracked memory exceeds 'max_untracked_memory'. You may want to set 'max_untracked_memory' to 0 for extra fine grained sampling.",\N,\N,0,"Float","0",""
"23.3.4.17","trace_profile_events","0",0,"Send to system.trace_log profile event and value of increment on each increment with 'ProfileEvent' trace_type",\N,\N,0,"Bool","0",""
"23.3.4.17","memory_usage_overcommit_max_wait_microseconds","5000000",0,"Maximum time thread will wait for memory to be freed in the case of memory overcommit. If timeout is reached and memory is not freed, exception is thrown.",\N,\N,0,"UInt64","5000000",""
"23.3.4.17","max_network_bandwidth","0",0,"The maximum speed of data exchange over the network in bytes per second for a query. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_network_bytes","0",0,"The maximum number of bytes (compressed) to receive or transmit over the network for execution of the query.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_network_bandwidth_for_user","0",0,"The maximum speed of data exchange over the network in bytes per second for all concurrently running user queries. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_network_bandwidth_for_all_users","0",0,"The maximum speed of data exchange over the network in bytes per second for all concurrently running queries. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_temporary_data_on_disk_size_for_user","0",0,"The maximum amount of data consumed by temporary files on disk in bytes for all concurrently running user queries. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_temporary_data_on_disk_size_for_query","0",0,"The maximum amount of data consumed by temporary files on disk in bytes for all concurrently running queries. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","backup_keeper_max_retries","20",0,"Max retries for keeper operations during backup",\N,\N,0,"UInt64","20",""
"23.3.4.17","backup_keeper_retry_initial_backoff_ms","100",0,"Initial backoff timeout for [Zoo]Keeper operations during backup",\N,\N,0,"UInt64","100",""
"23.3.4.17","backup_keeper_retry_max_backoff_ms","5000",0,"Max backoff timeout for [Zoo]Keeper operations during backup",\N,\N,0,"UInt64","5000",""
"23.3.4.17","backup_keeper_value_max_size","1048576",0,"Maximum size of data of a [Zoo]Keeper's node during backup",\N,\N,0,"UInt64","1048576",""
"23.3.4.17","backup_batch_size_for_keeper_multiread","10000",0,"Maximum size of batch for multiread request to [Zoo]Keeper during backup",\N,\N,0,"UInt64","10000",""
"23.3.4.17","log_profile_events","1",0,"Log query performance statistics into the query_log, query_thread_log and query_views_log.",\N,\N,0,"Bool","1",""
"23.3.4.17","log_query_settings","1",0,"Log query settings into the query_log.",\N,\N,0,"Bool","1",""
"23.3.4.17","log_query_threads","0",0,"Log query threads into system.query_thread_log table. This setting have effect only when 'log_queries' is true.",\N,\N,0,"Bool","0",""
"23.3.4.17","log_query_views","1",0,"Log query dependent views into system.query_views_log table. This setting have effect only when 'log_queries' is true.",\N,\N,0,"Bool","1",""
"23.3.4.17","log_comment","",0,"Log comment into system.query_log table and server log. It can be set to arbitrary string no longer than max_query_size.",\N,\N,0,"String","",""
"23.3.4.17","send_logs_level","fatal",0,"Send server text logs with specified minimum level to client. Valid values: 'trace', 'debug', 'information', 'warning', 'error', 'fatal', 'none'",\N,\N,0,"LogsLevel","fatal",""
"23.3.4.17","send_logs_source_regexp","",0,"Send server text logs with specified regexp to match log source name. Empty means all sources.",\N,\N,0,"String","",""
"23.3.4.17","enable_optimize_predicate_expression","1",0,"If it is set to true, optimize predicates to subqueries.",\N,\N,0,"Bool","1",""
"23.3.4.17","enable_optimize_predicate_expression_to_final_subquery","1",0,"Allow push predicate to final subquery.",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_push_predicate_when_subquery_contains_with","1",0,"Allows push predicate when subquery contains WITH clause",\N,\N,0,"Bool","1",""
"23.3.4.17","low_cardinality_max_dictionary_size","8192",0,"Maximum size (in rows) of shared global dictionary for LowCardinality type.",\N,\N,0,"UInt64","8192",""
"23.3.4.17","low_cardinality_use_single_dictionary_for_part","0",0,"LowCardinality type serialization setting. If is true, than will use additional keys when global dictionary overflows. Otherwise, will create several shared dictionaries.",\N,\N,0,"Bool","0",""
"23.3.4.17","decimal_check_overflow","1",0,"Check overflow of decimal arithmetic/comparison operations",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_custom_error_code_in_throwif","0",0,"Enable custom error code in function throwIf(). If true, thrown exceptions may have unexpected error codes.",\N,\N,0,"Bool","0",""
"23.3.4.17","prefer_localhost_replica","1",0,"If it's true then queries will be always sent to local replica (if it exists). If it's false then replica to send a query will be chosen between local and remote ones according to load_balancing",\N,\N,0,"Bool","1",""
"23.3.4.17","max_fetch_partition_retries_count","5",0,"Amount of retries while fetching partition from another host.",\N,\N,0,"UInt64","5",""
"23.3.4.17","http_max_multipart_form_data_size","1073741824",0,"Limit on size of multipart/form-data content. This setting cannot be parsed from URL parameters and should be set in user profile. Note that content is parsed and external tables are created in memory before start of query execution. And this is the only limit that has effect on that stage (limits on max memory usage and max execution time have no effect while reading HTTP form data).",\N,\N,0,"UInt64","1073741824",""
"23.3.4.17","calculate_text_stack_trace","1",0,"Calculate text stack trace in case of exceptions during query execution. This is the default. It requires symbol lookups that may slow down fuzzing tests when huge amount of wrong queries are executed. In normal cases you should not disable this option.",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_ddl","1",0,"If it is set to true, then a user is allowed to executed DDL queries.",\N,\N,0,"Bool","1",""
"23.3.4.17","parallel_view_processing","0",0,"Enables pushing to attached views concurrently instead of sequentially.",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_unaligned_array_join","0",0,"Allow ARRAY JOIN with multiple arrays that have different sizes. When this settings is enabled, arrays will be resized to the longest one.",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_read_in_order","1",0,"Enable ORDER BY optimization for reading data in corresponding order in MergeTree tables.",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_read_in_window_order","1",0,"Enable ORDER BY optimization in window clause for reading data in corresponding order in MergeTree tables.",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_aggregation_in_order","0",0,"Enable GROUP BY optimization for aggregating data in corresponding order in MergeTree tables.",\N,\N,0,"Bool","0",""
"23.3.4.17","aggregation_in_order_max_block_bytes","50000000",0,"Maximal size of block in bytes accumulated during aggregation in order of primary key. Lower block size allows to parallelize more final merge stage of aggregation.",\N,\N,0,"UInt64","50000000",""
"23.3.4.17","read_in_order_two_level_merge_threshold","100",0,"Minimal number of parts to read to run preliminary merge step during multithread reading in order of primary key.",\N,\N,0,"UInt64","100",""
