"ch_version","name","value","changed","description","min","max","readonly","type","is_obsolete","tier"
"25.1.4.53","vertical_merge_remote_filesystem_prefetch","1",0,"If true prefetching of data from remote filesystem is used for the next column during merge",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","max_postpone_time_for_failed_mutations_ms","300000",0,"The maximum postpone time for failed mutations.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","allow_suspicious_indices","0",0,"Reject primary/secondary indexes and sorting keys with identical expressions",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","compatibility_allow_sampling_expression_not_in_primary_key","0",0,"Allow to create a table with sampling expression not in primary key. This is needed only to temporarily allow to run the server with wrong tables for backward compatibility.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","use_minimalistic_checksums_in_zookeeper","1",0,"Use small format (dozens bytes) for part checksums in ZooKeeper instead of ordinary ones (dozens KB). Before enabling check that all replicas support new format.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","use_minimalistic_part_header_in_zookeeper","1",0,"Store part header (checksums and columns) in a compact format and a single part znode instead of separate znodes (<part>/columns and <part>/checksums). This can dramatically reduce snapshot size in ZooKeeper. Before enabling check that all replicas support new format.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","finished_mutations_to_keep","100",0,"How many records about mutations that are done to keep. If zero, then keep all of them.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","min_merge_bytes_to_use_direct_io","10737418240",0,"Minimal amount of bytes to enable O_DIRECT in merge (0 - disabled).",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","index_granularity_bytes","10485760",0,"Approximate amount of bytes in single granule (0 - disabled).",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","min_index_granularity_bytes","1024",0,"Minimum amount of bytes in single granule.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","use_const_adaptive_granularity","0",0,"Always use constant granularity for whole part. It allows to compress in memory values of index granularity. It can be useful in extremely large workloads with thin tables.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","enable_index_granularity_compression","1",0,"Compress in memory values of index granularity if it is possible",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","merge_with_ttl_timeout","14400",0,"Minimal time in seconds, when merge with delete TTL can be repeated.",\N,\N,0,"Int64",0,"Production"
"25.1.4.53","merge_with_recompression_ttl_timeout","14400",0,"Minimal time in seconds, when merge with recompression TTL can be repeated.",\N,\N,0,"Int64",0,"Production"
"25.1.4.53","ttl_only_drop_parts","0",0,"Only drop altogether the expired parts and not partially prune them.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","materialize_ttl_recalculate_only","0",0,"Only recalculate ttl info when MATERIALIZE TTL",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","enable_mixed_granularity_parts","1",0,"Enable parts with adaptive and non adaptive granularity",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","concurrent_part_removal_threshold","100",0,"Activate concurrent part removal (see 'max_part_removal_threads') only if the number of inactive data parts is at least this.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","zero_copy_concurrent_part_removal_max_split_times","5",0,"Max recursion depth for splitting independent Outdated parts ranges into smaller subranges (highly not recommended to change)",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","zero_copy_concurrent_part_removal_max_postpone_ratio","0.05",0,"Max percentage of top level parts to postpone removal in order to get smaller independent ranges (highly not recommended to change)",\N,\N,0,"Float",0,"Production"
"25.1.4.53","storage_policy","default",0,"Name of storage disk policy",\N,\N,0,"String",0,"Production"
"25.1.4.53","disk","",0,"Name of storage disk. Can be specified instead of storage policy.",\N,\N,0,"String",0,"Production"
"25.1.4.53","allow_nullable_key","0",0,"Allow Nullable types as primary keys.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","remove_empty_parts","1",0,"Remove empty parts after they were pruned by TTL, mutation, or collapsing merge algorithm.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","assign_part_uuids","0",0,"When enabled, a unique part identifier will be assigned for every new part. Before enabling, check that all replicas support UUID version 4.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","max_partitions_to_read","-1",0,"Limit the max number of partitions that can be accessed in one query. <= 0 means unlimited. This setting is the default that can be overridden by the query-level setting with the same name.",\N,\N,0,"Int64",0,"Production"
"25.1.4.53","max_concurrent_queries","0",0,"Max number of concurrently executed queries related to the MergeTree table (0 - disabled). Queries will still be limited by other max_concurrent_queries settings.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","min_marks_to_honor_max_concurrent_queries","0",0,"Minimal number of marks to honor the MergeTree-level's max_concurrent_queries (0 - disabled). Queries will still be limited by other max_concurrent_queries settings.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","min_bytes_to_rebalance_partition_over_jbod","0",0,"Minimal amount of bytes to enable part rebalance over JBOD array (0 - disabled).",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","check_sample_column_is_correct","1",0,"Check columns or columns by hash for sampling are unsigned integer.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","allow_vertical_merges_from_compact_to_wide_parts","1",0,"Allows vertical merges from compact to wide parts. This settings must have the same value on all replicas",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","enable_the_endpoint_id_with_zookeeper_name_prefix","0",0,"Enable the endpoint id with zookeeper name prefix for the replicated merge tree table",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","zero_copy_merge_mutation_min_parts_size_sleep_before_lock","1073741824",0,"If zero copy replication is enabled sleep random amount of time before trying to lock depending on parts size for merge or mutation",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","allow_floating_point_partition_key","0",0,"Allow floating point as partition key",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","sleep_before_loading_outdated_parts_ms","0",0,"For testing. Do not change it.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","always_use_copy_instead_of_hardlinks","0",0,"Always copy data instead of hardlinking during mutations/replaces/detaches and so on.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","disable_freeze_partition_for_zero_copy_replication","1",0,"Disable FREEZE PARTITION query for zero copy replication.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","disable_detach_partition_for_zero_copy_replication","1",0,"Disable DETACH PARTITION query for zero copy replication.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","disable_fetch_partition_for_zero_copy_replication","1",0,"Disable FETCH PARTITION query for zero copy replication.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","enable_block_number_column","0",0,"Enable persisting column _block_number for each row.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","enable_block_offset_column","0",0,"Enable persisting column _block_offset for each row.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","add_minmax_index_for_numeric_columns","0",0,"Automatically create min-max indices for columns of numeric type",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","add_minmax_index_for_string_columns","0",0,"Automatically create min-max indices for columns of string type",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","part_moves_between_shards_enable","0",0,"Experimental/Incomplete feature to move parts between shards. Does not take into account sharding expressions.",\N,\N,0,"UInt64",0,"Experimental"
"25.1.4.53","part_moves_between_shards_delay_seconds","30",0,"Time to wait before/after moving parts between shards.",\N,\N,0,"UInt64",0,"Experimental"
"25.1.4.53","allow_remote_fs_zero_copy_replication","0",0,"Don't use this setting in production, because it is not ready.",\N,\N,0,"Bool",0,"Beta"
"25.1.4.53","remote_fs_zero_copy_zookeeper_path","/clickhouse/zero_copy",0,"ZooKeeper path for zero-copy table-independent info.",\N,\N,0,"String",0,"Experimental"
"25.1.4.53","remote_fs_zero_copy_path_compatible_mode","0",0,"Run zero-copy in compatible mode during conversion process.",\N,\N,0,"Bool",0,"Experimental"
"25.1.4.53","force_read_through_cache_for_merges","0",0,"Force read-through filesystem cache for merges",\N,\N,0,"Bool",0,"Experimental"
"25.1.4.53","cache_populated_by_fetch","0",0,"When using zero-copy replication or SharedMergeTree, eagerly read the file into cache for each added part. This approximates the behavior and performance of using ReplicatedMergeTree on direct-attached storage. When enabling this, please make sure to also enable cache_on_write_operations in disks config.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","allow_experimental_replacing_merge_with_cleanup","0",0,"Allow experimental CLEANUP merges for ReplacingMergeTree with is_deleted column.",\N,\N,0,"Bool",0,"Experimental"
"25.1.4.53","allow_experimental_reverse_key","0",0,"Allow descending sorting key in MergeTree tables (experimental feature).",\N,\N,0,"Bool",0,"Experimental"
"25.1.4.53","notify_newest_block_number","0",0,"Notify newest block number to SharedJoin or SharedSet. Only in ClickHouse Cloud",\N,\N,0,"Bool",0,"Experimental"
"25.1.4.53","allow_reduce_blocking_parts_task","0",0,"Experimental background task which reduces blocking parts for shared merge tree tables. Only in ClickHouse Cloud",\N,\N,0,"Bool",0,"Experimental"
"25.1.4.53","compress_marks","1",0,"Marks support compression, reduce mark file size and speed up network transmission.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","compress_primary_key","1",0,"Primary key support compression, reduce primary key file size and speed up network transmission.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","marks_compression_codec","ZSTD(3)",0,"Compression encoding used by marks, marks are small enough and cached, so the default compression is ZSTD(3).",\N,\N,0,"String",0,"Production"
"25.1.4.53","primary_key_compression_codec","ZSTD(3)",0,"Compression encoding used by primary, primary key is small enough and cached, so the default compression is ZSTD(3).",\N,\N,0,"String",0,"Production"
"25.1.4.53","marks_compress_block_size","65536",0,"Mark compress block size, the actual size of the block to compress.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","primary_key_compress_block_size","65536",0,"Primary compress block size, the actual size of the block to compress.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","primary_key_lazy_load","1",0,"Load primary key in memory on first use instead of on table initialization. This can save memory in the presence of a large number of tables.",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","primary_key_ratio_of_unique_prefix_values_to_skip_suffix_columns","0.9",0,"If the value of a column of the primary key in data part changes at least in this ratio of times, skip loading next columns in memory. This allows to save memory usage by not loading useless columns of the primary key.",\N,\N,0,"Float",0,"Production"
"25.1.4.53","use_primary_key_cache","0",0,"Use cache for primary index instead of saving all indexes in memory. Can be useful for very large tables",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","prewarm_primary_key_cache","0",0,"If true primary index cache will be prewarmed by saving marks to mark cache on inserts, merges, fetches and on startup of server",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","prewarm_mark_cache","0",0,"If true mark cache will be prewarmed by saving marks to mark cache on inserts, merges, fetches and on startup of server",\N,\N,0,"Bool",0,"Production"
"25.1.4.53","columns_to_prewarm_mark_cache","",0,"List of columns to prewarm mark cache for (if enabled). Empty means all columns",\N,\N,0,"String",0,"Production"
"25.1.4.53","min_bytes_to_prewarm_caches","0",0,"Minimal size (uncompressed bytes) to prewarm mark cache and primary index cache for new parts",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","max_projections","25",0,"The maximum number of merge tree projections.",\N,\N,0,"UInt64",0,"Production"
"25.1.4.53","lightweight_mutation_projection_mode","throw",0,"When lightweight delete happens on a table with projection(s), the possible operations include throw the exception as projection exists, or drop projections of this table's relevant parts, or rebuild the projections.",\N,\N,0,"LightweightMutationProjectionMode",0,"Production"
"25.1.4.53","deduplicate_merge_projection_mode","throw",0,"Whether to allow create projection for the table with non-classic MergeTree. Ignore option is purely for compatibility which might result in incorrect answer. Otherwise, if allowed, what is the action when merge, drop or rebuild.",\N,\N,0,"DeduplicateMergeProjectionMode",0,"Production"
"25.1.4.53","min_relative_delay_to_yield_leadership","120",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","check_delay_period","60",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","replicated_max_parallel_sends","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","replicated_max_parallel_sends_for_table","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","replicated_max_parallel_fetches","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","replicated_max_parallel_fetches_for_table","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","write_final_mark","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool",1,"Obsolete"
"25.1.4.53","min_bytes_for_compact_part","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","min_rows_for_compact_part","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","in_memory_parts_enable_wal","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool",1,"Obsolete"
"25.1.4.53","write_ahead_log_max_bytes","1073741824",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","write_ahead_log_bytes_to_fsync","104857600",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","write_ahead_log_interval_ms_to_fsync","100",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","in_memory_parts_insert_sync","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool",1,"Obsolete"
"25.1.4.53","max_part_loading_threads","'auto(12)'",0,"Obsolete setting, does nothing.",\N,\N,0,"MaxThreads",1,"Obsolete"
"25.1.4.53","max_part_removal_threads","'auto(12)'",0,"Obsolete setting, does nothing.",\N,\N,0,"MaxThreads",1,"Obsolete"
"25.1.4.53","use_metadata_cache","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool",1,"Obsolete"
"25.1.4.53","merge_tree_enable_clear_old_broken_detached","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","merge_tree_clear_old_broken_detached_parts_ttl_timeout_seconds","2592000",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","replicated_fetches_http_connection_timeout","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Seconds",1,"Obsolete"
"25.1.4.53","replicated_fetches_http_send_timeout","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Seconds",1,"Obsolete"
"25.1.4.53","replicated_fetches_http_receive_timeout","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Seconds",1,"Obsolete"
"25.1.4.53","replicated_max_parallel_fetches_for_host","15",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","clean_deleted_rows","Never",0,"Obsolete setting, does nothing.",\N,\N,0,"CleanDeletedRows",1,"Obsolete"
"25.1.4.53","kill_delay_period","30",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","kill_delay_period_random_add","10",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
"25.1.4.53","kill_threads","128",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64",1,"Obsolete"
