"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","parameters","returned_value","examples","introduced_in","categories"
"26.3.8.4","getTypeSerializationStreams",0,0,"","","System","
Enumerates stream paths of a data type.
This function is intended for developmental use.
    ","getTypeSerializationStreams(col)","- `col` — Column or string representation of a data-type from which the data type will be detected. [`Any`](/sql-reference/data-types)
","","Returns an array with all the serialization sub-stream paths. [`Array(String)`](/sql-reference/data-types/array)","**tuple**

```sql title=Query
SELECT getTypeSerializationStreams(tuple('a', 1, 'b', 2))
```

```response title=Response
['{TupleElement(1), Regular}','{TupleElement(2), Regular}','{TupleElement(3), Regular}','{TupleElement(4), Regular}']
```

**map**

```sql title=Query
SELECT getTypeSerializationStreams('Map(String, Int64)')
```

```response title=Response
['{ArraySizes}','{ArrayElements, TupleElement(keys), Regular}','{ArrayElements, TupleElement(values), Regular}']
```

","22.6.0","Other"
"26.3.8.4","toMillisecond",0,0,"","","System","
Returns the millisecond component (0-999) of a `DateTime` or `DateTime64` value.
    ","toMillisecond(datetime)","- `datetime` — Date with time to get the millisecond from. [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
","","Returns the millisecond in the minute (0 - 59) of `datetime`. [`UInt16`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT toMillisecond(toDateTime64('2023-04-21 10:20:30.456', 3));
```

```response title=Response
┌──toMillisecond(toDateTime64('2023-04-21 10:20:30.456', 3))─┐
│                                                        456 │
└────────────────────────────────────────────────────────────┘
```

","24.2.0","Dates and Times"
"26.3.8.4","parseDateTime64InJodaSyntax",0,0,"","","System","
Parses a date and time string with sub-second precision according to a Joda date format string.

This function is the inverse of [`formatDateTimeInJodaSyntax`](/sql-reference/functions/date-time-functions#formatDateTimeInJodaSyntax) for DateTime64.
It parses a String argument using a Joda-style format String. Returns a DateTime64 type which can represent dates from 1900 to 2299 with sub-second precision.

Refer to [Joda Time documentation](https://joda-time.sourceforge.net/apidocs/org/joda/time/format/DateTimeFormat.html) for the format patterns.
    ","parseDateTime64InJodaSyntax(time_string, format[, timezone])","- `time_string` — String to be parsed into DateTime64. [`String`](/sql-reference/data-types/string)
- `format` — Format string in Joda syntax specifying how to parse time_string. [`String`](/sql-reference/data-types/string)
- `timezone` — Optional. Timezone. [`String`](/sql-reference/data-types/string)
","","Returns a DateTime64 parsed from the input string according to the Joda style format string. [`DateTime64`](/sql-reference/data-types/datetime64)","**Usage example**

```sql title=Query
SELECT parseDateTime64InJodaSyntax('2025-01-04 23:00:00.123', 'yyyy-MM-dd HH:mm:ss.SSS')
```

```response title=Response
┌─parseDateTime64InJodaSyntax('2025-01-04 23:00:00.123', 'yyyy-MM-dd HH:mm:ss.SSS')─┐
│                                                          2025-01-04 23:00:00.123   │
└────────────────────────────────────────────────────────────────────────────────────┘
```

","24.10.0","Type Conversion"
"26.3.8.4","space",0,1,"","","System","
Concatenates a space (` `) as many times with itself as specified.
","space(n)","- `n` — The number of times to repeat the space. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns astring containing a space repeated `n` times. If `n <= 0`, the function returns the empty string. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT space(3) AS res, length(res);
```

```response title=Response
┌─res─┬─length(res)─┐
│     │           3 │
└─────┴─────────────┘
```

","23.5.0","String"
"26.3.8.4","generateUUIDv4",0,0,"","","System","Generates a [version 4](https://tools.ietf.org/html/rfc4122#section-4.4) [UUID](../data-types/uuid.md).","generateUUIDv4([expr])","- `expr` — Optional. An arbitrary expression used to bypass [common subexpression elimination](/sql-reference/functions/overview#common-subexpression-elimination) if the function is called multiple times in a query. The value of the expression has no effect on the returned UUID. ","","Returns a UUIDv4. [`UUID`](/sql-reference/data-types/uuid)","**Usage example**

```sql title=Query
SELECT generateUUIDv4(number) FROM numbers(3);
```

```response title=Response
┌─generateUUIDv4(number)───────────────┐
│ fcf19b77-a610-42c5-b3f5-a13c122f65b6 │
│ 07700d36-cb6b-4189-af1d-0972f23dc3bc │
│ 68838947-1583-48b0-b9b7-cf8268dd343d │
└──────────────────────────────────────┘
```

**Common subexpression elimination**

```sql title=Query
SELECT generateUUIDv4(1), generateUUIDv4(1);
```

```response title=Response
┌─generateUUIDv4(1)────────────────────┬─generateUUIDv4(2)────────────────────┐
│ 2d49dc6e-ddce-4cd0-afb8-790956df54c1 │ 2d49dc6e-ddce-4cd0-afb8-790956df54c1 │
└──────────────────────────────────────┴──────────────────────────────────────┘
```

","1.1.0","UUID"
"26.3.8.4","toInt256OrZero",0,0,"","","System","
Converts an input value to type [Int256](/sql-reference/data-types/int-uint) but returns `0` in case of an error.
Like [`toInt256`](#toInt256) but returns `0` instead of throwing an exception.

See also:
- [`toInt256`](#toInt256).
- [`toInt256OrNull`](#toInt256OrNull).
- [`toInt256OrDefault`](#toInt256OrDefault).
    ","toInt256OrZero(x)","- `x` — Input value to convert. [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal) or [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Date`](/sql-reference/data-types/date) or [`DateTime`](/sql-reference/data-types/datetime)
","","Returns the converted input value, otherwise `0` if conversion fails. [`Int256`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT toInt256OrZero('123')
```

```response title=Response
123
```

**Failed conversion returns zero**

```sql title=Query
SELECT toInt256OrZero('abc')
```

```response title=Response
0
```

","20.8.0","Type Conversion"
"26.3.8.4","pointInPolygon",0,0,"","","System","
Checks whether the point belongs to the polygon on the plane.

:::note
- You can set `validate_polygons = 0` to bypass geometry validation.
- `pointInPolygon` assumes every polygon is well-formed. If the input is self-intersecting, has mis-ordered rings, or overlapping edges, results become unreliable—especially for points that sit exactly on an edge, a vertex, or inside a self-intersection where the notion of ""inside"" vs. ""outside"" is undefined.
:::
    ","pointInPolygon((x, y), [(a, b), (c, d) ...], ...)","- `(x, y)` — Coordinates of a point on the plane. [`Tuple(Float64, Float64)`](/sql-reference/data-types/tuple)
- `[(a, b), (c, d) ...]` — Polygon vertices as an array of coordinate pairs. Vertices should be in clockwise or counterclockwise order. Minimum 3 vertices required. [`Array(Tuple(Float64, Float64))`](/sql-reference/data-types/array)
- `...` — Optional. Additional arguments for polygons with holes (as separate arrays) or multipolygons (as separate polygons). [`Array(Tuple(Float64, Float64))`](/sql-reference/data-types/array) or [`Polygon`](/sql-reference/data-types/geo#polygon) or [`MultiPolygon`](/sql-reference/data-types/geo#multipolygon)
","","Returns `1` if the point is inside the polygon, `0` if it is not. If the point is on the polygon boundary, the function may return either `0` or `1`. [`UInt8`](/sql-reference/data-types/int-uint)","**Basic usage with a simple polygon**

```sql title=Query
SELECT pointInPolygon((3., 3.), [(6, 0), (8, 4), (5, 8), (0, 2)]) AS res
```

```response title=Response
┌─res─┐
│   1 │
└─────┘
```

","1.1.0","Geo"
"26.3.8.4","endsWithCaseInsensitiveUTF8",0,0,"","","System","
Returns whether string `s` ends with case-insensitive `suffix`.
Assumes that the string contains valid UTF-8 encoded text.
If this assumption is violated, no exception is thrown and the result is undefined.
","endsWithCaseInsensitiveUTF8(s, suffix)","- `s` — String to check. [`String`](/sql-reference/data-types/string)
- `suffix` — Case-insensitive suffix to check for. [`String`](/sql-reference/data-types/string)
","","Returns `1` if `s` ends with case-insensitive `suffix`, otherwise `0`. [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT endsWithCaseInsensitiveUTF8('данных', 'ых');
```

```response title=Response
┌─endsWithCaseInsensitiveUTF8('данных', 'ых')─┐
│                                           1 │
└─────────────────────────────────────────────┘
```

","25.9.0","String"
"26.3.8.4","tryIdnaEncode",0,0,"","","System","
Returns the Unicode (UTF-8) representation (ToUnicode algorithm) of a domain name according to the [Internationalized Domain Names in Applications](https://en.wikipedia.org/wiki/Internationalized_domain_name#Internationalizing_Domain_Names_in_Applications) (IDNA) mechanism.
In case of an error it returns an empty string instead of throwing an exception.
","tryIdnaEncode(s)","- `s` — Input string. [`String`](/sql-reference/data-types/string)
","","Returns an ASCII representation of the input string according to the IDNA mechanism of the input value, or empty string if input is invalid. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT tryIdnaEncode('straße.münchen.de')
```

```response title=Response
┌─tryIdnaEncode('straße.münchen.de')──┐
│ xn--strae-oqa.xn--mnchen-3ya.de     │
└─────────────────────────────────────┘
```

","24.1.0","String"
"26.3.8.4","geohashDecode",0,0,"","","System","
Decodes any [geohash](https://en.wikipedia.org/wiki/Geohash)-encoded string into longitude and latitude coordinates.
    ","geohashDecode(hash_str)","- `hash_str` — Geohash-encoded string to decode. [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring)
","","Returns a tuple of `(longitude, latitude)` with `Float64` precision. [`Tuple(Float64, Float64)`](/sql-reference/data-types/tuple)","**Basic usage**

```sql title=Query
SELECT geohashDecode('ezs42') AS res
```

```response title=Response
┌─res─────────────────────────────┐
│ (-5.60302734375,42.60498046875) │
└─────────────────────────────────┘
```

","20.1.0","Geo"
"26.3.8.4","polygonsSymDifferenceCartesian",0,0,"","","System","
The same as [`polygonsSymDifferenceSpherical`](#polygonsSymDifferenceSpherical), but the coordinates are in the Cartesian coordinate system; which is more close to the model of the real Earth.
    ","polygonsSymDifferenceCartesian(polygon1, polygon2)","- `polygon1` — The first Polygon. [`Polygon`](/sql-reference/data-types/geo#polygon)
- `polygon2` — The second Polygon [`Polygon`](/sql-reference/data-types/geo#polygon)
","","Returns the symmetric difference of the polygons as a MultiPolygon. [`MultiPolygon`](/sql-reference/data-types/geo#multipolygon)","**Usage example**

```sql title=Query
SELECT wkt(polygonsSymDifferenceCartesian([[[(0, 0), (0, 3), (1, 2.9), (2, 2.6), (2.6, 2), (2.9, 1), (3, 0), (0, 0)]]], [[[(1., 1.), (1., 4.), (4., 4.), (4., 1.), (1., 1.)]]]))
```

```response title=Response
MULTIPOLYGON(((1 2.9,1 1,2.9 1,3 0,0 0,0 3,1 2.9)),((1 2.9,1 4,4 4,4 1,2.9 1,2.6 2,2 2.6,1 2.9)))
```

","21.4.0","Geo Polygon"
"26.3.8.4","substringIndexUTF8",0,0,"","","System","
Returns the substring of `s` before `count` occurrences of the delimiter `delim`, specifically for Unicode code points.
Assumes that the string contains valid UTF-8 encoded text.
If this assumption is violated, no exception is thrown and the result is undefined.
","substringIndexUTF8(s, delim, count)","- `s` — The string to extract substring from. [`String`](/sql-reference/data-types/string)
- `delim` — The character to split. [`String`](/sql-reference/data-types/string)
- `count` — The number of occurrences of the delimiter to count before extracting the substring. If count is positive, everything to the left of the final delimiter (counting from the left) is returned. If count is negative, everything to the right of the final delimiter (counting from the right) is returned. [`UInt`](/sql-reference/data-types/int-uint) or [`Int`](/sql-reference/data-types/int-uint)
","","Returns a substring of `s` before `count` occurrences of `delim`. [`String`](/sql-reference/data-types/string)","**UTF8 example**

```sql title=Query
SELECT substringIndexUTF8('www.straßen-in-europa.de', '.', 2)
```

```response title=Response
www.straßen-in-europa
```

","23.7.0","String"
"26.3.8.4","substringIndex",0,0,"","","System","
Returns the substring of `s` before `count` occurrences of the delimiter `delim`, as in Spark or MySQL.
","substringIndex(s, delim, count)","- `s` — The string to extract substring from. [`String`](/sql-reference/data-types/string)
- `delim` — The character to split. [`String`](/sql-reference/data-types/string)
- `count` — The number of occurrences of the delimiter to count before extracting the substring. If count is positive, everything to the left of the final delimiter (counting from the left) is returned. If count is negative, everything to the right of the final delimiter (counting from the right) is returned. [`UInt`](/sql-reference/data-types/int-uint) or [`Int`](/sql-reference/data-types/int-uint)
","","Returns a substring of `s` before `count` occurrences of `delim`. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT substringIndex('www.clickhouse.com', '.', 2)
```

```response title=Response
┌─substringIndex('www.clickhouse.com', '.', 2)─┐
│ www.clickhouse                               │
└──────────────────────────────────────────────┘
```

","23.7.0","String"
"26.3.8.4","formatReadableTimeDelta",0,0,"","","System","
Given a time interval (delta) in seconds, this function returns a time delta with year/month/day/hour/minute/second/millisecond/microsecond/nanosecond as a string.

This function accepts any numeric type as input, but internally it casts them to `Float64`. Results might be suboptimal with large values.
    ","formatReadableTimeDelta(column[, maximum_unit, minimum_unit])","- `column` — A column with a numeric time delta. [`Float64`](/sql-reference/data-types/float)
- `maximum_unit` — Optional. Maximum unit to show. Acceptable values: `nanoseconds`, `microseconds`, `milliseconds`, `seconds`, `minutes`, `hours`, `days`, `months`, `years`. Default value: `years`. [`const String`](/sql-reference/data-types/string)
- `minimum_unit` — Optional. Minimum unit to show. All smaller units are truncated. Acceptable values: `nanoseconds`, `microseconds`, `milliseconds`, `seconds`, `minutes`, `hours`, `days`, `months`, `years`. If explicitly specified value is bigger than `maximum_unit`, an exception will be thrown. Default value: `seconds` if `maximum_unit` is `seconds` or bigger, `nanoseconds` otherwise. [`const String`](/sql-reference/data-types/string)
","","Returns a time delta as a string. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT
    arrayJoin([100, 12345, 432546534]) AS elapsed,
    formatReadableTimeDelta(elapsed) AS time_delta
```

```response title=Response
┌────elapsed─┬─time_delta─────────────────────────────────────────────────────┐
│        100 │ 1 minute and 40 seconds                                        │
│      12345 │ 3 hours, 25 minutes and 45 seconds                             │
│  432546534 │ 13 years, 8 months, 17 days, 7 hours, 48 minutes and 54 seconds│
└────────────┴────────────────────────────────────────────────────────────────┘
```

**With maximum unit**

```sql title=Query
SELECT
    arrayJoin([100, 12345, 432546534]) AS elapsed,
    formatReadableTimeDelta(elapsed, 'minutes') AS time_delta
```

```response title=Response
┌────elapsed─┬─time_delta─────────────────────────────────────────────────────┐
│        100 │ 1 minute and 40 seconds                                         │
│      12345 │ 205 minutes and 45 seconds                                      │
│  432546534 │ 7209108 minutes and 54 seconds                                  │
└────────────┴─────────────────────────────────────────────────────────────────┘
```

","20.12.0","Other"
"26.3.8.4","geohashEncode",0,0,"","","System","
Encodes longitude and latitude as a [geohash](https://en.wikipedia.org/wiki/Geohash)-string.

:::
All coordinate parameters must be of the same type: either `Float32` or `Float64`.

For the `precision` parameter, any value less than `1` or greater than `12` is silently converted to `12`.
:::
    ","geohashEncode(longitude, latitude, [precision])","- `longitude` — Longitude part of the coordinate to encode. Range: `[-180°, 180°]`. [`Float32`](/sql-reference/data-types/float) or [`Float64`](/sql-reference/data-types/float)
- `latitude` — Latitude part of the coordinate to encode. Range: `[-90°, 90°]`. [`Float32`](/sql-reference/data-types/float) or [`Float64`](/sql-reference/data-types/float)
- `precision` — Optional. Length of the resulting encoded string. Default: 12. Range: `[1, 12]`. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns an alphanumeric string of the encoded coordinate (modified version of the base32-encoding alphabet is used) [`String`](/sql-reference/data-types/string)","**Basic usage with default precision**

```sql title=Query
SELECT geohashEncode(-5.60302734375, 42.593994140625) AS res
```

```response title=Response
┌─res──────────┐
│ ezs42d000000 │
└──────────────┘
```

","20.1.0","Geo"
"26.3.8.4","h3UnidirectionalEdgeIsValid",0,0,"","","System","
Determines if the provided [H3](#h3-index) is a valid unidirectional edge index.
    ","h3UnidirectionalEdgeIsValid(index)","- `index` — Hexagon index number. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns `1` if the H3 index is a valid unidirectional edge, `0` otherwise. [`UInt8`](/sql-reference/data-types/int-uint)","**Check if an H3 index is a valid unidirectional edge**

```sql title=Query
SELECT h3UnidirectionalEdgeIsValid(1248204388774707199) AS validOrNot
```

```response title=Response
┌─validOrNot─┐
│          1 │
└────────────┘
```

","22.6.0","Geo"
"26.3.8.4","substringUTF8",0,0,"","","System","
Returns the substring of a string `s` which starts at the specified code point index `offset`.
Code point counting starts from `1` with the following logic:
- If `offset` is `0`, an empty string is returned.
- If `offset` is negative, the substring starts `offset` code points from the end of the string, rather than from the beginning.

An optional argument `length` specifies the maximum number of code points the returned substring may have.

:::note
This function assumes that the string contains valid UTF-8 encoded text.
If this assumption is violated, no exception is thrown and the result is undefined.
:::
","substringUTF8(s, offset[, length])","- `s` — The string to calculate a substring from. [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring) or [`Enum`](/sql-reference/data-types/enum)
- `offset` — The starting position of the substring in `s`. [`Int`](/sql-reference/data-types/int-uint) or [`UInt`](/sql-reference/data-types/int-uint)
- `length` — The maximum length of the substring. Optional. [`Int`](/sql-reference/data-types/int-uint) or [`UInt`](/sql-reference/data-types/int-uint)
","","Returns a substring of `s` with `length` many code points, starting at code point index `offset`. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT 'Täglich grüßt das Murmeltier.' AS str, substringUTF8(str, 9), substringUTF8(str, 9, 5)
```

```response title=Response
Täglich grüßt das Murmeltier.    grüßt das Murmeltier.    grüßt
```

","1.1.0","String"
"26.3.8.4","serverTimezone",0,0,"","","System","
Returns the timezone of the server, i.e. the value of the [`timezone`](/operations/server-configuration-parameters/settings#timezone) setting.
If the function is executed in the context of a distributed table, then it generates a normal column with values relevant to each shard. Otherwise, it produces a constant value.
    ","serverTimezone()","","","Returns the server timezone as a [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT serverTimeZone()
```

```response title=Response
┌─serverTimeZone()─┐
│ UTC              │
└──────────────────┘
```

","23.6.0","Dates and Times"
"26.3.8.4","addHours",0,0,"","","System","
Adds a specified number of hours to a date, a date with time or a string-encoded date or date with time.
    ","addHours(datetime, num)","- `datetime` — Date or date with time to add specified number of hours to. [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64) or [`String`](/sql-reference/data-types/string)
- `num` — Number of hours to add. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float)
","","Returns `datetime` plus `num` hours [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64(3)`](/sql-reference/data-types/datetime64)","**Add hours to different date types**

```sql title=Query
WITH
    toDate('2024-01-01') AS date,
    toDateTime('2024-01-01 00:00:00') AS date_time,
    '2024-01-01 00:00:00' AS date_time_string
SELECT
    addHours(date, 12) AS add_hours_with_date,
    addHours(date_time, 12) AS add_hours_with_date_time,
    addHours(date_time_string, 12) AS add_hours_with_date_time_string
```

```response title=Response
┌─add_hours_with_date─┬─add_hours_with_date_time─┬─add_hours_with_date_time_string─┐
│ 2024-01-01 12:00:00 │      2024-01-01 12:00:00 │         2024-01-01 12:00:00.000 │
└─────────────────────┴──────────────────────────┴─────────────────────────────────┘
```

**Using alternative INTERVAL syntax**

```sql title=Query
SELECT dateAdd('1998-06-16'::Date, INTERVAL 10 hour)
```

```response title=Response
┌─plus(CAST('1⋯alHour(10))─┐
│      1998-06-16 10:00:00 │
└──────────────────────────┘
```

","1.1.0","Dates and Times"
"26.3.8.4","arrayFill",0,0,"","","System","
The `arrayFill` function sequentially processes a source array from the first element
to the last, evaluating a lambda condition at each position using elements from
the source and condition arrays. When the lambda function evaluates to false at
position i, the function replaces that element with the element at position i-1
from the current state of the array. The first element is always preserved
regardless of any condition.
","arrayFill(func(x [, y1, ..., yN]), source_arr[, cond1_arr, ... , condN_arr])","- `func(x [, y1, ..., yN])` — A lambda function `func(x [, y1, y2, ... yN]) → F(x [, y1, y2, ... yN])` which operates on elements of the source array (`x`) and condition arrays (`y`). [`Lambda function`](/sql-reference/functions/overview#arrow-operator-and-lambda)
- `source_arr` — The source array to process. [`Lambda function`](/sql-reference/functions/overview#arrow-operator-and-lambda)
- `[, cond1_arr, ... , condN_arr]` — Optional. N condition arrays providing additional arguments to the lambda function. [`Array(T)`](/sql-reference/data-types/array)
","","Returns an array [`Array(T)`](/sql-reference/data-types/array)","**Example with single array**

```sql title=Query
SELECT arrayFill(x -> not isNull(x), [1, null, 2, null]) AS res
```

```response title=Response
[1, 1, 2, 2]
```

**Example with two arrays**

```sql title=Query
SELECT arrayFill(x, y, z -> x > y AND x < z, [5, 3, 6, 2], [4, 7, 1, 3], [10, 2, 8, 5]) AS res
```

```response title=Response
[5, 5, 6, 6]
```

","20.1.0","Arrays"
"26.3.8.4","toDate32OrNull",0,0,"","","System","
Converts an input value to a value of type Date32 but returns `NULL` if an invalid argument is received.
The same as [`toDate32`](#toDate32) but returns `NULL` if an invalid argument is received.
    ","toDate32OrNull(x)","- `x` — A string representation of a date. [`String`](/sql-reference/data-types/string)
","","Returns a Date32 value if successful, otherwise `NULL`. [`Date32`](/sql-reference/data-types/date32) or [`NULL`](/sql-reference/syntax#null)","**Usage example**

```sql title=Query
SELECT toDate32OrNull('2025-01-01'), toDate32OrNull('invalid')
```

```response title=Response
┌─toDate32OrNull('2025-01-01')─┬─toDate32OrNull('invalid')─┐
│                   2025-01-01 │                      ᴺᵁᴸᴸ │
└──────────────────────────────┴───────────────────────────┘
```

","21.9.0","Type Conversion"
"26.3.8.4","getServerSetting",0,0,"","","System","
Returns the currently set value, given a server setting name.
    ","getServerSetting(setting_name')","- `setting_name` — The server setting name. [`String`](/sql-reference/data-types/string)
","","Returns the server setting's current value. [`Any`](/sql-reference/data-types)","**Usage example**

```sql title=Query
SELECT getServerSetting('allow_use_jemalloc_memory');
```

```response title=Response
┌─getServerSetting('allow_use_jemalloc_memory')─┐
│ true                                          │
└───────────────────────────────────────────────┘
```

","25.6.0","Other"
"26.3.8.4","bech32Decode",0,0,"","","System","
Decodes a Bech32 address string generated by either the bech32 or bech32m algorithms.

:::note
Unlike the encode function, `Bech32Decode` will automatically handle padded FixedStrings.
:::
    ","bech32Decode(address)","- `address` — A Bech32 string to decode. [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring)
","","Returns a tuple consisting of `(hrp, data)` that was used to encode the string. The data is in binary format. [`Tuple(String, String)`](/sql-reference/data-types/tuple)","**Decode address**

```sql title=Query
SELECT tup.1 AS hrp, hex(tup.2) AS data FROM (SELECT bech32Decode('bc1w508d6qejxtdg4y5r3zarvary0c5xw7kj7gz7z') AS tup)
```

```response title=Response
bc   751E76E8199196D454941C45D1B3A323F1433BD6
```

**Testnet address**

```sql title=Query
SELECT tup.1 AS hrp, hex(tup.2) AS data FROM (SELECT bech32Decode('tb1w508d6qejxtdg4y5r3zarvary0c5xw7kzp034v') AS tup)
```

```response title=Response
tb   751E76E8199196D454941C45D1B3A323F1433BD6
```

","25.6.0","Encoding"
"26.3.8.4","geoDistance",0,0,"","","System","
Similar to the `greatCircleDistance` function but it calculates the distance on the WGS-84 ellipsoid, which is a more accurate representation of Earth's shape than a perfect sphere.
It offers the same performance as for `greatCircleDistance` and it is therefore recommended to use `geoDistance` to calculate distances on Earth.

Technical note: for close enough points it calculates the distance using planar approximation with the metric on the tangent plane at the midpoint of the coordinates.
        ","geoDistance(lon1Deg, lat1Deg, lon2Deg, lat2Deg)","- `lon1Deg` — Longitude of the first point in degrees. Range: `[-180°, 180°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `lat1Deg` — Latitude of the first point in degrees. Range: `[-90°, 90°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `lon2Deg` — Longitude of the second point in degrees. Range: `[-180°, 180°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `lat2Deg` — Latitude of the second point in degrees. Range: `[-90°, 90°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
","","Returns the distance between two points on the Earth's surface, in meters [`Float64`](/sql-reference/data-types/float)","**Basic usage**

```sql title=Query
SELECT geoDistance(38.8976, -77.0366, 39.9496, -75.1503) AS geoDistance
```

```response title=Response
┌─geoDistance─┐
│   212458.73 │
└─────────────┘
```

","1.1.0","Geo"
"26.3.8.4","greatCircleDistance",0,0,"","","System","
Calculates the distance between two points on the Earth's surface using [the great-circle formula](https://en.wikipedia.org/wiki/Great-circle_distance).
        ","greatCircleDistance(lon1Deg, lat1Deg, lon2Deg, lat2Deg)","- `lon1Deg` — Longitude of the first point in degrees. Range: `[-180°, 180°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `lat1Deg` — Latitude of the first point in degrees. Range: `[-90°, 90°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `lon2Deg` — Longitude of the second point in degrees. Range: `[-180°, 180°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `lat2Deg` — Latitude of the second point in degrees. Range: `[-90°, 90°]`. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
","","Returns the distance between two points on the Earth's surface, in meters [`Float64`](/sql-reference/data-types/float)","**Basic usage**

```sql title=Query
SELECT greatCircleDistance(55.755831, 37.617673, -55.755831, -37.617673) AS greatCircleDistance
```

```response title=Response
┌─greatCircleDistance─┐
│            14128352 │
└─────────────────────┘
```

","1.1.0","Geo"
"26.3.8.4","isIPv4String",0,0,"","","System","
Determines whether the input string is an IPv4 address or not.
For the IPv6 version see [`isIPv6String`](#isIPv6String).
    ","isIPv4String(string)","- `string` — IP address string to check. [`String`](/sql-reference/data-types/string)
","","Returns `1` if `string` is IPv4 address, otherwise `0`. [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT addr, isIPv4String(addr)
FROM(
SELECT ['0.0.0.0', '127.0.0.1', '::ffff:127.0.0.1'] AS addr
)
ARRAY JOIN addr;
```

```response title=Response
┌─addr─────────────┬─isIPv4String(addr)─┐
│ 0.0.0.0          │                  1 │
│ 127.0.0.1        │                  1 │
│ ::ffff:127.0.0.1 │                  0 │
└──────────────────┴────────────────────┘
```

","21.1.0","IP Address"
"26.3.8.4","JSON_QUERY",0,0,"","","System","
Parses a JSON and extract a value as a JSON array or JSON object.
If the value does not exist, an empty string will be returned.
        ","JSON_QUERY(json, path)","- `json` — A string with valid JSON. [`String`](/sql-reference/data-types/string)
- `path` — A string representing the path. [`String`](/sql-reference/data-types/string)
","","Returns the extracted JSON array or JSON object as a string, or an empty string if the value does not exist. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT JSON_QUERY('{""hello"":""world""}', '$.hello');
SELECT JSON_QUERY('{""array"":[[0, 1, 2, 3, 4, 5], [0, -1, -2, -3, -4, -5]]}', '$.array[*][0 to 2, 4]');
SELECT JSON_QUERY('{""hello"":2}', '$.hello');
SELECT toTypeName(JSON_QUERY('{""hello"":2}', '$.hello'));
```

```response title=Response
[""world""]
[0, 1, 4, 0, -1, -4]
[2]
String
```

","21.8.0","JSON"
