"ch_version","name","value","changed","description","min","max","disallowed_values","readonly","type","default","alias_for","is_obsolete","tier"
"25.7.3.13","input_format_parallel_parsing","1",0,"Enables or disables order-preserving parallel parsing of data formats. Supported only for [TSV](../../interfaces/formats.md/#tabseparated), [TSKV](../../interfaces/formats.md/#tskv), [CSV](../../interfaces/formats.md/#csv) and [JSONEachRow](../../interfaces/formats.md/#jsoneachrow) formats.

Possible values:

- 1 — Enabled.
- 0 — Disabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","min_chunk_bytes_for_parallel_parsing","10485760",0,"- Type: unsigned int
- Default value: 1 MiB

The minimum chunk size in bytes, which each thread will parse in parallel.",\N,\N,"[]",0,"NonZeroUInt64","10485760","",0,"Production"
"25.7.3.13","output_format_parallel_formatting","1",0,"Enables or disables parallel formatting of data formats. Supported only for [TSV](../../interfaces/formats.md/#tabseparated), [TSKV](../../interfaces/formats.md/#tskv), [CSV](../../interfaces/formats.md/#csv) and [JSONEachRow](../../interfaces/formats.md/#jsoneachrow) formats.

Possible values:

- 1 — Enabled.
- 0 — Disabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","output_format_compression_level","3",0,"Default compression level if query output is compressed. The setting is applied when `SELECT` query has `INTO OUTFILE` or when writing to table functions `file`, `url`, `hdfs`, `s3`, or `azureBlobStorage`.

Possible values: from `1` to `22`",\N,\N,"[]",0,"UInt64","3","",0,"Production"
"25.7.3.13","output_format_compression_zstd_window_log","0",0,"Can be used when the output compression method is `zstd`. If greater than `0`, this setting explicitly sets compression window size (power of `2`) and enables a long-range mode for zstd compression. This can help to achieve a better compression ratio.

Possible values: non-negative numbers. Note that if the value is too small or too big, `zstdlib` will throw an exception. Typical values are from `20` (window size = `1MB`) to `30` (window size = `1GB`).",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","enable_parsing_to_custom_serialization","1",0,"If true then data can be parsed directly to columns with custom serialization (e.g. Sparse) according to hints for serialization got from the table.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","merge_tree_use_v1_object_and_dynamic_serialization","0",0,"When enabled, V1 serialization version of JSON and Dynamic types will be used in MergeTree instead of V2. Changing this setting takes affect only after server restart.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","merge_tree_min_rows_for_concurrent_read","163840",0,"If the number of rows to be read from a file of a [MergeTree](../../engines/table-engines/mergetree-family/mergetree.md) table exceeds `merge_tree_min_rows_for_concurrent_read` then ClickHouse tries to perform a concurrent reading from this file on several threads.

Possible values:

- Positive integer.",\N,\N,"[]",0,"UInt64","163840","",0,"Production"
"25.7.3.13","merge_tree_min_bytes_for_concurrent_read","251658240",0,"If the number of bytes to read from one file of a [MergeTree](../../engines/table-engines/mergetree-family/mergetree.md)-engine table exceeds `merge_tree_min_bytes_for_concurrent_read`, then ClickHouse tries to concurrently read from this file in several threads.

Possible value:

- Positive integer.",\N,\N,"[]",0,"UInt64","251658240","",0,"Production"
"25.7.3.13","merge_tree_min_rows_for_seek","0",0,"If the distance between two data blocks to be read in one file is less than `merge_tree_min_rows_for_seek` rows, then ClickHouse does not seek through the file but reads the data sequentially.

Possible values:

- Any positive integer.",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","merge_tree_min_bytes_for_seek","0",0,"If the distance between two data blocks to be read in one file is less than `merge_tree_min_bytes_for_seek` bytes, then ClickHouse sequentially reads a range of file that contains both blocks, thus avoiding extra seek.

Possible values:

- Any positive integer.",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","merge_tree_coarse_index_granularity","8",0,"When searching for data, ClickHouse checks the data marks in the index file. If ClickHouse finds that required keys are in some range, it divides this range into `merge_tree_coarse_index_granularity` subranges and searches the required keys there recursively.

Possible values:

- Any positive even integer.",\N,\N,"[]",0,"UInt64","8","",0,"Production"
"25.7.3.13","merge_tree_max_rows_to_use_cache","1048576",0,"If ClickHouse should read more than `merge_tree_max_rows_to_use_cache` rows in one query, it does not use the cache of uncompressed blocks.

The cache of uncompressed blocks stores data extracted for queries. ClickHouse uses this cache to speed up responses to repeated small queries. This setting protects the cache from trashing by queries that read a large amount of data. The [uncompressed_cache_size](/operations/server-configuration-parameters/settings#uncompressed_cache_size) server setting defines the size of the cache of uncompressed blocks.

Possible values:

- Any positive integer.",\N,\N,"[]",0,"UInt64","1048576","",0,"Production"
"25.7.3.13","merge_tree_max_bytes_to_use_cache","2013265920",0,"If ClickHouse should read more than `merge_tree_max_bytes_to_use_cache` bytes in one query, it does not use the cache of uncompressed blocks.

The cache of uncompressed blocks stores data extracted for queries. ClickHouse uses this cache to speed up responses to repeated small queries. This setting protects the cache from trashing by queries that read a large amount of data. The [uncompressed_cache_size](/operations/server-configuration-parameters/settings#uncompressed_cache_size) server setting defines the size of the cache of uncompressed blocks.

Possible values:

- Any positive integer.",\N,\N,"[]",0,"UInt64","2013265920","",0,"Production"
"25.7.3.13","merge_tree_use_deserialization_prefixes_cache","1",0,"Enables caching of columns metadata from the file prefixes during reading from Wide parts in MergeTree.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","merge_tree_use_prefixes_deserialization_thread_pool","1",0,"Enables usage of the thread pool for parallel prefixes reading in Wide parts in MergeTree. Size of that thread pool is controlled by server setting `max_prefixes_deserialization_thread_pool_size`.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","do_not_merge_across_partitions_select_final","0",0,"Merge parts only in one partition in select final",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","split_parts_ranges_into_intersecting_and_non_intersecting_final","1",0,"Split parts ranges into intersecting and non intersecting during FINAL optimization",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","split_intersecting_parts_ranges_into_layers_final","1",0,"Split intersecting parts ranges into layers during FINAL optimization",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","mysql_max_rows_to_insert","65536",0,"The maximum number of rows in MySQL batch insertion of the MySQL storage engine",\N,\N,"[]",0,"UInt64","65536","",0,"Production"
"25.7.3.13","mysql_map_string_to_text_in_show_columns","1",0,"When enabled, [String](../../sql-reference/data-types/string.md) ClickHouse data type will be displayed as `TEXT` in [SHOW COLUMNS](../../sql-reference/statements/show.md/#show_columns).

Has an effect only when the connection is made through the MySQL wire protocol.

- 0 - Use `BLOB`.
- 1 - Use `TEXT`.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","mysql_map_fixed_string_to_text_in_show_columns","1",0,"When enabled, [FixedString](../../sql-reference/data-types/fixedstring.md) ClickHouse data type will be displayed as `TEXT` in [SHOW COLUMNS](../../sql-reference/statements/show.md/#show_columns).

Has an effect only when the connection is made through the MySQL wire protocol.

- 0 - Use `BLOB`.
- 1 - Use `TEXT`.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_min_equality_disjunction_chain_length","3",0,"The minimum length of the expression `expr = x1 OR ... expr = xN` for optimization",\N,\N,"[]",0,"UInt64","3","",0,"Production"
"25.7.3.13","optimize_min_inequality_conjunction_chain_length","3",0,"The minimum length of the expression `expr <> x1 AND ... expr <> xN` for optimization",\N,\N,"[]",0,"UInt64","3","",0,"Production"
"25.7.3.13","min_bytes_to_use_direct_io","0",0,"The minimum data volume required for using direct I/O access to the storage disk.

ClickHouse uses this setting when reading data from tables. If the total storage volume of all the data to be read exceeds `min_bytes_to_use_direct_io` bytes, then ClickHouse reads the data from the storage disk with the `O_DIRECT` option.

Possible values:

- 0 — Direct I/O is disabled.
- Positive integer.",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","min_bytes_to_use_mmap_io","0",0,"This is an experimental setting. Sets the minimum amount of memory for reading large files without copying data from the kernel to userspace. Recommended threshold is about 64 MB, because [mmap/munmap](https://en.wikipedia.org/wiki/Mmap) is slow. It makes sense only for large files and helps only if data reside in the page cache.

Possible values:

- Positive integer.
- 0 — Big files read with only copying data from kernel to userspace.",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","checksum_on_read","1",0,"Validate checksums on reading. It is enabled by default and should be always enabled in production. Please do not expect any benefits in disabling this setting. It may only be used for experiments and benchmarks. The setting is only applicable for tables of MergeTree family. Checksums are always validated for other table engines and when receiving data over the network.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","force_index_by_date","0",0,"Disables query execution if the index can't be used by date.

Works with tables in the MergeTree family.

If `force_index_by_date=1`, ClickHouse checks whether the query has a date key condition that can be used for restricting data ranges. If there is no suitable condition, it throws an exception. However, it does not check whether the condition reduces the amount of data to read. For example, the condition `Date != ' 2000-01-01 '` is acceptable even when it matches all the data in the table (i.e., running the query requires a full scan). For more information about ranges of data in MergeTree tables, see [MergeTree](../../engines/table-engines/mergetree-family/mergetree.md).",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","force_primary_key","0",0,"Disables query execution if indexing by the primary key is not possible.

Works with tables in the MergeTree family.

If `force_primary_key=1`, ClickHouse checks to see if the query has a primary key condition that can be used for restricting data ranges. If there is no suitable condition, it throws an exception. However, it does not check whether the condition reduces the amount of data to read. For more information about data ranges in MergeTree tables, see [MergeTree](../../engines/table-engines/mergetree-family/mergetree.md).",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","use_skip_indexes","1",0,"Use data skipping indexes during query execution.

Possible values:

- 0 — Disabled.
- 1 — Enabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","use_skip_indexes_if_final","1",0,"Controls whether skipping indexes are used when executing a query with the FINAL modifier.

Skip indexes may exclude rows (granules) containing the latest data, which could lead to incorrect results from a query with the FINAL modifier. When this setting is enabled, skipping indexes are applied even with the FINAL modifier, potentially improving performance but with the risk of missing recent updates. This setting should be enabled in sync with the setting use_skip_indexes_if_final_exact_mode (default is enabled).

Possible values:

- 0 — Disabled.
- 1 — Enabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","use_skip_indexes_if_final_exact_mode","1",0,"Controls whether granules returned by a skipping index are expanded in newer parts to return correct results when executing a query with the FINAL modifier.

Using skip indexes may exclude rows (granules) containing the latest data which could lead to incorrect results. This setting can ensure that correct results are returned by scanning newer parts that have overlap with the ranges returned by the skip index. This setting should be disabled only if approximate results based on looking up the skip index are okay for an application.

Possible values:

- 0 — Disabled.
- 1 — Enabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","materialize_skip_indexes_on_insert","1",0,"If INSERTs build and store skip indexes. If disabled, skip indexes will be build and stored during merges or by explicit MATERIALIZE INDEX",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","materialize_statistics_on_insert","1",0,"If INSERTs build and insert statistics. If disabled, statistics will be build and stored during merges or by explicit MATERIALIZE STATISTICS",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","ignore_data_skipping_indices","",0,"Ignores the skipping indexes specified if used by the query.

Consider the following example:

```sql
CREATE TABLE data
(
    key Int,
    x Int,
    y Int,
    INDEX x_idx x TYPE minmax GRANULARITY 1,
    INDEX y_idx y TYPE minmax GRANULARITY 1,
    INDEX xy_idx (x,y) TYPE minmax GRANULARITY 1
)
Engine=MergeTree()
ORDER BY key;

INSERT INTO data VALUES (1, 2, 3);

SELECT * FROM data;
SELECT * FROM data SETTINGS ignore_data_skipping_indices=''; -- query will produce CANNOT_PARSE_TEXT error.
SELECT * FROM data SETTINGS ignore_data_skipping_indices='x_idx'; -- Ok.
SELECT * FROM data SETTINGS ignore_data_skipping_indices='na_idx'; -- Ok.

SELECT * FROM data WHERE x = 1 AND y = 1 SETTINGS ignore_data_skipping_indices='xy_idx',force_data_skipping_indices='xy_idx' ; -- query will produce INDEX_NOT_USED error, since xy_idx is explicitly ignored.
SELECT * FROM data WHERE x = 1 AND y = 2 SETTINGS ignore_data_skipping_indices='xy_idx';
```

The query without ignoring any indexes:
```sql
EXPLAIN indexes = 1 SELECT * FROM data WHERE x = 1 AND y = 2;

Expression ((Projection + Before ORDER BY))
  Filter (WHERE)
    ReadFromMergeTree (default.data)
    Indexes:
      PrimaryKey
        Condition: true
        Parts: 1/1
        Granules: 1/1
      Skip
        Name: x_idx
        Description: minmax GRANULARITY 1
        Parts: 0/1
        Granules: 0/1
      Skip
        Name: y_idx
        Description: minmax GRANULARITY 1
        Parts: 0/0
        Granules: 0/0
      Skip
        Name: xy_idx
        Description: minmax GRANULARITY 1
        Parts: 0/0
        Granules: 0/0
```

Ignoring the `xy_idx` index:
```sql
EXPLAIN indexes = 1 SELECT * FROM data WHERE x = 1 AND y = 2 SETTINGS ignore_data_skipping_indices='xy_idx';

Expression ((Projection + Before ORDER BY))
  Filter (WHERE)
    ReadFromMergeTree (default.data)
    Indexes:
      PrimaryKey
        Condition: true
        Parts: 1/1
        Granules: 1/1
      Skip
        Name: x_idx
        Description: minmax GRANULARITY 1
        Parts: 0/1
        Granules: 0/1
      Skip
        Name: y_idx
        Description: minmax GRANULARITY 1
        Parts: 0/0
        Granules: 0/0
```

Works with tables in the MergeTree family.",\N,\N,"[]",0,"String","","",0,"Production"
"25.7.3.13","force_data_skipping_indices","",0,"Disables query execution if passed data skipping indices wasn't used.

Consider the following example:

```sql
CREATE TABLE data
(
    key Int,
    d1 Int,
    d1_null Nullable(Int),
    INDEX d1_idx d1 TYPE minmax GRANULARITY 1,
    INDEX d1_null_idx assumeNotNull(d1_null) TYPE minmax GRANULARITY 1
)
Engine=MergeTree()
ORDER BY key;

SELECT * FROM data_01515;
SELECT * FROM data_01515 SETTINGS force_data_skipping_indices=''; -- query will produce CANNOT_PARSE_TEXT error.
SELECT * FROM data_01515 SETTINGS force_data_skipping_indices='d1_idx'; -- query will produce INDEX_NOT_USED error.
SELECT * FROM data_01515 WHERE d1 = 0 SETTINGS force_data_skipping_indices='d1_idx'; -- Ok.
SELECT * FROM data_01515 WHERE d1 = 0 SETTINGS force_data_skipping_indices='`d1_idx`'; -- Ok (example of full featured parser).
SELECT * FROM data_01515 WHERE d1 = 0 SETTINGS force_data_skipping_indices='`d1_idx`, d1_null_idx'; -- query will produce INDEX_NOT_USED error, since d1_null_idx is not used.
SELECT * FROM data_01515 WHERE d1 = 0 AND assumeNotNull(d1_null) = 0 SETTINGS force_data_skipping_indices='`d1_idx`, d1_null_idx'; -- Ok.
```",\N,\N,"[]",0,"String","","",0,"Production"
"25.7.3.13","secondary_indices_enable_bulk_filtering","1",0,"Enable the bulk filtering algorithm for indices. It is expected to be always better, but we have this setting for compatibility and control.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","max_streams_to_max_threads_ratio","1",0,"Allows you to use more sources than the number of threads - to more evenly distribute work across threads. It is assumed that this is a temporary solution since it will be possible in the future to make the number of sources equal to the number of threads, but for each source to dynamically select available work for itself.",\N,\N,"[]",0,"Float","1","",0,"Production"
"25.7.3.13","max_streams_multiplier_for_merge_tables","5",0,"Ask more streams when reading from Merge table. Streams will be spread across tables that Merge table will use. This allows more even distribution of work across threads and is especially helpful when merged tables differ in size.",\N,\N,"[]",0,"Float","5","",0,"Production"
"25.7.3.13","network_compression_method","LZ4",0,"Sets the method of data compression that is used for communication between servers and between server and [clickhouse-client](../../interfaces/cli.md).

Possible values:

- `LZ4` — sets LZ4 compression method.
- `ZSTD` — sets ZSTD compression method.

**See Also**

- [network_zstd_compression_level](#network_zstd_compression_level)",\N,\N,"[]",0,"String","LZ4","",0,"Production"
"25.7.3.13","network_zstd_compression_level","1",0,"Adjusts the level of ZSTD compression. Used only when [network_compression_method](#network_compression_method) is set to `ZSTD`.

Possible values:

- Positive integer from 1 to 15.",\N,\N,"[]",0,"Int64","1","",0,"Production"
"25.7.3.13","zstd_window_log_max","0",0,"Allows you to select the max window log of ZSTD (it will not be used for MergeTree family)",\N,\N,"[]",0,"Int64","0","",0,"Production"
"25.7.3.13","priority","0",0,"Priority of the query. 1 - the highest, higher value - lower priority; 0 - do not use priorities.",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","os_thread_priority","0",0,"Sets the priority ([nice](https://en.wikipedia.org/wiki/Nice_(Unix))) for threads that execute queries. The OS scheduler considers this priority when choosing the next thread to run on each available CPU core.

:::note
To use this setting, you need to set the `CAP_SYS_NICE` capability. The `clickhouse-server` package sets it up during installation. Some virtual environments do not allow you to set the `CAP_SYS_NICE` capability. In this case, `clickhouse-server` shows a message about it at the start.
:::

Possible values:

- You can set values in the range `[-20, 19]`.

Lower values mean higher priority. Threads with low `nice` priority values are executed more frequently than threads with high values. High values are preferable for long-running non-interactive queries because it allows them to quickly give up resources in favour of short interactive queries when they arrive.",\N,\N,"[]",0,"Int64","0","",0,"Production"
"25.7.3.13","log_queries","1",0,"Setting up query logging.

Queries sent to ClickHouse with this setup are logged according to the rules in the [query_log](../../operations/server-configuration-parameters/settings.md/#query_log) server configuration parameter.

Example:

```text
log_queries=1
```",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","log_formatted_queries","0",0,"Allows to log formatted queries to the [system.query_log](../../operations/system-tables/query_log.md) system table (populates `formatted_query` column in the [system.query_log](../../operations/system-tables/query_log.md)).

Possible values:

- 0 — Formatted queries are not logged in the system table.
- 1 — Formatted queries are logged in the system table.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","log_queries_min_type","QUERY_START",0,"`query_log` minimal type to log.

Possible values:
- `QUERY_START` (`=1`)
- `QUERY_FINISH` (`=2`)
- `EXCEPTION_BEFORE_START` (`=3`)
- `EXCEPTION_WHILE_PROCESSING` (`=4`)

Can be used to limit which entities will go to `query_log`, say you are interested only in errors, then you can use `EXCEPTION_WHILE_PROCESSING`:

```text
log_queries_min_type='EXCEPTION_WHILE_PROCESSING'
```",\N,\N,"[]",0,"LogQueriesType","QUERY_START","",0,"Production"
"25.7.3.13","log_queries_min_query_duration_ms","0",0,"If enabled (non-zero), queries faster than the value of this setting will not be logged (you can think about this as a `long_query_time` for [MySQL Slow Query Log](https://dev.mysql.com/doc/refman/5.7/slow-query-log.html)), and this basically means that you will not find them in the following tables:

- `system.query_log`
- `system.query_thread_log`

Only the queries with the following type will get to the log:

- `QUERY_FINISH`
- `EXCEPTION_WHILE_PROCESSING`

- Type: milliseconds
- Default value: 0 (any query)",\N,\N,"[]",0,"Milliseconds","0","",0,"Production"
"25.7.3.13","log_queries_cut_to_length","100000",0,"If query length is greater than a specified threshold (in bytes), then cut query when writing to query log. Also limit the length of printed query in ordinary text log.",\N,\N,"[]",0,"UInt64","100000","",0,"Production"
"25.7.3.13","log_queries_probability","1",0,"Allows a user to write to [query_log](../../operations/system-tables/query_log.md), [query_thread_log](../../operations/system-tables/query_thread_log.md), and [query_views_log](../../operations/system-tables/query_views_log.md) system tables only a sample of queries selected randomly with the specified probability. It helps to reduce the load with a large volume of queries in a second.

Possible values:

- 0 — Queries are not logged in the system tables.
- Positive floating-point number in the range [0..1]. For example, if the setting value is `0.5`, about half of the queries are logged in the system tables.
- 1 — All queries are logged in the system tables.",\N,\N,"[]",0,"Float","1","",0,"Production"
"25.7.3.13","log_processors_profiles","1",0,"Write time that processor spent during execution/waiting for data to `system.processors_profile_log` table.

See also:

- [`system.processors_profile_log`](../../operations/system-tables/processors_profile_log.md)
- [`EXPLAIN PIPELINE`](../../sql-reference/statements/explain.md/#explain-pipeline)",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","distributed_product_mode","deny",0,"Changes the behaviour of [distributed subqueries](../../sql-reference/operators/in.md).

ClickHouse applies this setting when the query contains the product of distributed tables, i.e. when the query for a distributed table contains a non-GLOBAL subquery for the distributed table.

Restrictions:

- Only applied for IN and JOIN subqueries.
- Only if the FROM section uses a distributed table containing more than one shard.
- If the subquery concerns a distributed table containing more than one shard.
- Not used for a table-valued [remote](../../sql-reference/table-functions/remote.md) function.

Possible values:

- `deny` — Default value. Prohibits using these types of subqueries (returns the ""Double-distributed in/JOIN subqueries is denied"" exception).
- `local` — Replaces the database and table in the subquery with local ones for the destination server (shard), leaving the normal `IN`/`JOIN.`
- `global` — Replaces the `IN`/`JOIN` query with `GLOBAL IN`/`GLOBAL JOIN.`
- `allow` — Allows the use of these types of subqueries.",\N,\N,"[]",0,"DistributedProductMode","deny","",0,"Production"
"25.7.3.13","max_concurrent_queries_for_all_users","0",0,"Throw exception if the value of this setting is less or equal than the current number of simultaneously processed queries.

Example: `max_concurrent_queries_for_all_users` can be set to 99 for all users and database administrator can set it to 100 for itself to run queries for investigation even when the server is overloaded.

Modifying the setting for one query or user does not affect other queries.

Possible values:

- Positive integer.
- 0 — No limit.

**Example**

```xml
<max_concurrent_queries_for_all_users>99</max_concurrent_queries_for_all_users>
```

**See Also**

- [max_concurrent_queries](/operations/server-configuration-parameters/settings#max_concurrent_queries)",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","max_concurrent_queries_for_user","0",0,"The maximum number of simultaneously processed queries per user.

Possible values:

- Positive integer.
- 0 — No limit.

**Example**

```xml
<max_concurrent_queries_for_user>5</max_concurrent_queries_for_user>
```",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","insert_deduplicate","1",0,"Enables or disables block deduplication of `INSERT` (for Replicated\* tables).

Possible values:

- 0 — Disabled.
- 1 — Enabled.

By default, blocks inserted into replicated tables by the `INSERT` statement are deduplicated (see [Data Replication](../../engines/table-engines/mergetree-family/replication.md)).
For the replicated tables by default the only 100 of the most recent blocks for each partition are deduplicated (see [replicated_deduplication_window](merge-tree-settings.md/#replicated_deduplication_window), [replicated_deduplication_window_seconds](merge-tree-settings.md/#replicated_deduplication_window_seconds)).
For not replicated tables see [non_replicated_deduplication_window](merge-tree-settings.md/#non_replicated_deduplication_window).",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","async_insert_deduplicate","0",0,"For async INSERT queries in the replicated table, specifies that deduplication of inserting blocks should be performed",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","insert_quorum","0",0,":::note
This setting is not applicable to SharedMergeTree, see [SharedMergeTree consistency](/cloud/reference/shared-merge-tree#consistency) for more information.
:::

Enables the quorum writes.

- If `insert_quorum < 2`, the quorum writes are disabled.
- If `insert_quorum >= 2`, the quorum writes are enabled.
- If `insert_quorum = 'auto'`, use majority number (`number_of_replicas / 2 + 1`) as quorum number.

Quorum writes

`INSERT` succeeds only when ClickHouse manages to correctly write data to the `insert_quorum` of replicas during the `insert_quorum_timeout`. If for any reason the number of replicas with successful writes does not reach the `insert_quorum`, the write is considered failed and ClickHouse will delete the inserted block from all the replicas where data has already been written.

When `insert_quorum_parallel` is disabled, all replicas in the quorum are consistent, i.e. they contain data from all previous `INSERT` queries (the `INSERT` sequence is linearized). When reading data written using `insert_quorum` and `insert_quorum_parallel` is disabled, you can turn on sequential consistency for `SELECT` queries using [select_sequential_consistency](#select_sequential_consistency).

ClickHouse generates an exception:

- If the number of available replicas at the time of the query is less than the `insert_quorum`.
- When `insert_quorum_parallel` is disabled and an attempt to write data is made when the previous block has not yet been inserted in `insert_quorum` of replicas. This situation may occur if the user tries to perform another `INSERT` query to the same table before the previous one with `insert_quorum` is completed.

See also:

- [insert_quorum_timeout](#insert_quorum_timeout)
- [insert_quorum_parallel](#insert_quorum_parallel)
- [select_sequential_consistency](#select_sequential_consistency)",\N,\N,"[]",0,"UInt64Auto","0","",0,"Production"
"25.7.3.13","insert_quorum_timeout","600000",0,"Write to a quorum timeout in milliseconds. If the timeout has passed and no write has taken place yet, ClickHouse will generate an exception and the client must repeat the query to write the same block to the same or any other replica.

See also:

- [insert_quorum](#insert_quorum)
- [insert_quorum_parallel](#insert_quorum_parallel)
- [select_sequential_consistency](#select_sequential_consistency)",\N,\N,"[]",0,"Milliseconds","600000","",0,"Production"
"25.7.3.13","insert_quorum_parallel","1",0,":::note
This setting is not applicable to SharedMergeTree, see [SharedMergeTree consistency](/cloud/reference/shared-merge-tree#consistency) for more information.
:::

Enables or disables parallelism for quorum `INSERT` queries. If enabled, additional `INSERT` queries can be sent while previous queries have not yet finished. If disabled, additional writes to the same table will be rejected.

Possible values:

- 0 — Disabled.
- 1 — Enabled.

See also:

- [insert_quorum](#insert_quorum)
- [insert_quorum_timeout](#insert_quorum_timeout)
- [select_sequential_consistency](#select_sequential_consistency)",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","select_sequential_consistency","0",0,":::note
This setting differ in behavior between SharedMergeTree and ReplicatedMergeTree, see [SharedMergeTree consistency](/cloud/reference/shared-merge-tree#consistency) for more information about the behavior of `select_sequential_consistency` in SharedMergeTree.
:::

Enables or disables sequential consistency for `SELECT` queries. Requires `insert_quorum_parallel` to be disabled (enabled by default).

Possible values:

- 0 — Disabled.
- 1 — Enabled.

Usage

When sequential consistency is enabled, ClickHouse allows the client to execute the `SELECT` query only for those replicas that contain data from all previous `INSERT` queries executed with `insert_quorum`. If the client refers to a partial replica, ClickHouse will generate an exception. The SELECT query will not include data that has not yet been written to the quorum of replicas.

When `insert_quorum_parallel` is enabled (the default), then `select_sequential_consistency` does not work. This is because parallel `INSERT` queries can be written to different sets of quorum replicas so there is no guarantee a single replica will have received all writes.

See also:

- [insert_quorum](#insert_quorum)
- [insert_quorum_timeout](#insert_quorum_timeout)
- [insert_quorum_parallel](#insert_quorum_parallel)",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","update_sequential_consistency","1",0,"If true set of parts is updated to the latest version before execution of update.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","update_parallel_mode","auto",0,"Determines the behavior of concurrent update queries.

Possible values:
- `sync` - run sequentially all `UPDATE` queries.
- `auto` - run sequentially only `UPDATE` queries with dependencies between columns updated in one query and columns used in expressions of another query.
- `async` - do not synchronize update queries.",\N,\N,"[]",0,"UpdateParallelMode","auto","",0,"Production"
"25.7.3.13","table_function_remote_max_addresses","1000",0,"Sets the maximum number of addresses generated from patterns for the [remote](../../sql-reference/table-functions/remote.md) function.

Possible values:

- Positive integer.",\N,\N,"[]",0,"UInt64","1000","",0,"Production"
"25.7.3.13","read_backoff_min_latency_ms","1000",0,"Setting to reduce the number of threads in case of slow reads. Pay attention only to reads that took at least that much time.",\N,\N,"[]",0,"Milliseconds","1000","",0,"Production"
"25.7.3.13","read_backoff_max_throughput","1048576",0,"Settings to reduce the number of threads in case of slow reads. Count events when the read bandwidth is less than that many bytes per second.",\N,\N,"[]",0,"UInt64","1048576","",0,"Production"
"25.7.3.13","read_backoff_min_interval_between_events_ms","1000",0,"Settings to reduce the number of threads in case of slow reads. Do not pay attention to the event, if the previous one has passed less than a certain amount of time.",\N,\N,"[]",0,"Milliseconds","1000","",0,"Production"
"25.7.3.13","read_backoff_min_events","2",0,"Settings to reduce the number of threads in case of slow reads. The number of events after which the number of threads will be reduced.",\N,\N,"[]",0,"UInt64","2","",0,"Production"
"25.7.3.13","read_backoff_min_concurrency","1",0,"Settings to try keeping the minimal number of threads in case of slow reads.",\N,\N,"[]",0,"UInt64","1","",0,"Production"
"25.7.3.13","memory_tracker_fault_probability","0",0,"For testing of `exception safety` - throw an exception every time you allocate memory with the specified probability.",\N,\N,"[]",0,"Float","0","",0,"Production"
"25.7.3.13","merge_tree_read_split_ranges_into_intersecting_and_non_intersecting_injection_probability","0",0,"For testing of `PartsSplitter` - split read ranges into intersecting and non intersecting every time you read from MergeTree with the specified probability.",\N,\N,"[]",0,"Float","0","",0,"Production"
