"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","parameters","returned_value","examples","introduced_in","categories"
"25.12.3.21","exp2",0,0,"","","System","
Returns 2 to the power of the given argument.
","exp2(x)","- `x` — The exponent. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","","Returns 2^x [`Float*`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT exp2(3);
```

```response title=Response
8
```

","1.1","Mathematical"
"25.12.3.21","svg",0,0,"","","System","","","","","","","",""
"25.12.3.21","modulo",0,0,"","","System","
    Calculates the remainder of the division of two values a by b.

    The result type is an integer if both inputs are integers. If one of the
    inputs is a floating-point number, the result type is Float64.

    The remainder is computed like in C++. Truncated division is used for
    negative numbers.

    An exception is thrown when dividing by zero or when dividing a minimal
    negative number by minus one.
    ","modulo(a, b)","- `a` — The dividend - `b` — The divisor (modulus) ","","The remainder of a % b","**Usage example**

```sql title=Query
SELECT modulo(5, 2)
```

```response title=Response
1
```

","1.1","Arithmetic"
"25.12.3.21","getOSKernelVersion",0,0,"","","System","
Returns a string with the OS kernel version.
","getOSKernelVersion()","","","Returns the current OS kernel version. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT getOSKernelVersion();
```

```response title=Response
┌─getOSKernelVersion()────┐
│ Linux 4.15.0-55-generic │
└─────────────────────────┘
```

","21.11","Other"
"25.12.3.21","MD4",0,0,"","","System","
Calculates the MD4 hash of the given string.
    ","MD4(s)","- `s` — The input string to hash. [`String`](/sql-reference/data-types/string)
","","Returns the MD4 hash of the given input string as a fixed-length string. [`FixedString(16)`](/sql-reference/data-types/fixedstring)","**Usage example**

```sql title=Query
SELECT HEX(MD4('abc'));
```

```response title=Response
┌─hex(MD4('abc'))──────────────────┐
│ A448017AAF21D8525FC10AE87AA6729D │
└──────────────────────────────────┘
```

","21.11","Hash"
"25.12.3.21","moduloOrZero",0,0,"","","System","
Like modulo but returns zero when the divisor is zero, as opposed to an
exception with the modulo function.
    ","moduloOrZero(a, b)","- `a` — The dividend. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float)
- `b` — The divisor (modulus). [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float)
","","Returns the remainder of a % b, or `0` when the divisor is `0`.","**Usage example**

```sql title=Query
SELECT moduloOrZero(5, 0)
```

```response title=Response
0
```

","20.3","Arithmetic"
"25.12.3.21","toTimezone",0,0,"","","System","
Converts a `DateTime` or `DateTime64` to the specified time zone.
The internal value (number of unix seconds) of the data doesn't change.
Only the value's time zone attribute and the value's string representation changes.
        ","toTimeZone(datetime, timezone)","- `date` — The value to convert. [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
- `timezone` — The target time zone name. [`String`](/sql-reference/data-types/string)
","","Returns the same timestamp as the input, but with the specified time zone [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)","**Usage example**

```sql title=Query
SELECT toDateTime('2019-01-01 00:00:00', 'UTC') AS time_utc,
toTypeName(time_utc) AS type_utc,
toInt32(time_utc) AS int32utc,
toTimeZone(time_utc, 'Asia/Yekaterinburg') AS time_yekat,
toTypeName(time_yekat) AS type_yekat,
toInt32(time_yekat) AS int32yekat,
toTimeZone(time_utc, 'US/Samoa') AS time_samoa,
toTypeName(time_samoa) AS type_samoa,
toInt32(time_samoa) AS int32samoa
FORMAT Vertical;
```

```response title=Response
Row 1:
──────
time_utc:   2019-01-01 00:00:00
type_utc:   DateTime('UTC')
int32utc:   1546300800
time_yekat: 2019-01-01 05:00:00
type_yekat: DateTime('Asia/Yekaterinburg')
int32yekat: 1546300800
time_samoa: 2018-12-31 13:00:00
type_samoa: DateTime('US/Samoa')
int32samoa: 1546300800
```

","1.1","Dates and Times"
"25.12.3.21","getClientHTTPHeader",0,0,"","","System","
Gets the value of an HTTP header.
If there is no such header or the current request is not performed via the HTTP interface, the function returns an empty string.
Certain HTTP headers (e.g., `Authentication` and `X-ClickHouse-*`) are restricted.

:::note Setting `allow_get_client_http_header` is required
The function requires the setting `allow_get_client_http_header` to be enabled.
The setting is not enabled by default for security reasons, because some headers, such as `Cookie`, could contain sensitive info.
:::

HTTP headers are case sensitive for this function.
If the function is used in the context of a distributed query, it returns non-empty result only on the initiator node.
","getClientHTTPHeader(name)","- `name` — The HTTP header name. [`String`](/sql-reference/data-types/string)
","","Returns the value of the header. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT getClientHTTPHeader('Content-Type');
```

```response title=Response
┌─getClientHTTPHeader('Content-Type')─┐
│ application/x-www-form-urlencoded   │
└─────────────────────────────────────┘
```

","24.5","Other"
"25.12.3.21","e",0,0,"","","System","
Returns Euler's constant (e).
","e()","","","Returns Euler's constant [`Float64`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT e();
```

```response title=Response
2.718281828459045
```

","1.1","Mathematical"
"25.12.3.21","polygonPerimeterCartesian",0,0,"","","System","","","","","","","",""
"25.12.3.21","currentDatabase",0,0,"","","System","
Returns the name of the current database.
Useful in table engine parameters of `CREATE TABLE` queries where you need to specify the database.

Also see the [`SET` statement](/sql-reference/statements/use).
    ","currentDatabase()","","","Returns the current database name. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT currentDatabase()
```

```response title=Response
┌─currentDatabase()─┐
│ default           │
└───────────────────┘
```

","1.1","Other"
"25.12.3.21","currentRoles",0,0,"","","System","
Returns an array of the roles which are assigned to the current user.
    ","currentRoles()","","","Returns an array of the roles which are assigned to the current user. [`Array(String)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT currentRoles();
```

```response title=Response
┌─currentRoles()─────────────────────────────────┐
│ ['sql-console-role:jane.smith@clickhouse.com'] │
└────────────────────────────────────────────────┘
```

","21.9","Other"
"25.12.3.21","h3ExactEdgeLengthKm",0,0,"","","System","
Returns the exact edge length of the unidirectional edge represented by the input [H3](#h3-index) in kilometers.
    ","h3ExactEdgeLengthKm(index)","- `index` — Hexagon index number. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns the exact length of the H3 edge in kilometers. [`Float64`](/sql-reference/data-types/float)","**Get exact edge length in kilometers**

```sql title=Query
SELECT h3ExactEdgeLengthKm(1310277011704381439) AS exactEdgeLengthKm
```

```response title=Response
┌──exactEdgeLengthKm─┐
│ 195.44963163407317 │
└────────────────────┘
```

","22.2","Geo"
"25.12.3.21","positiveModulo",0,1,"","","System","
Calculates the remainder when dividing `x` by `y`. Similar to function
`modulo` except that `positiveModulo` always return non-negative number.
    ","positiveModulo(x, y)","- `x` — The dividend. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `y` — The divisor (modulus). [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
","","Returns the difference between `x` and the nearest integer not greater than
`x` divisible by `y`.","**Usage example**

```sql title=Query
SELECT positiveModulo(-1, 10)
```

```response title=Response
9
```

","22.11","Arithmetic"
"25.12.3.21","isMergeTreePartCoveredBy",0,1,"","","System","
Function which checks if the part of the first argument is covered by the part of the second argument.
    ","isMergeTreePartCoveredBy(nested_part, covering_part)","- `nested_part` — Name of expected nested part. [`String`](/sql-reference/data-types/string)
- `covering_part` — Name of expected covering part. [`String`](/sql-reference/data-types/string)
","","Returns `1` if it covers, `0` otherwise. [`UInt8`](/sql-reference/data-types/int-uint)","**Basic example**

```sql title=Query
WITH 'all_12_25_7_4' AS lhs, 'all_7_100_10_20' AS rhs
SELECT isMergeTreePartCoveredBy(rhs, lhs), isMergeTreePartCoveredBy(lhs, rhs);
```

```response title=Response
┌─isMergeTreePartCoveredBy(rhs, lhs)─┬─isMergeTreePartCoveredBy(lhs, rhs)─┐
│                                  0 │                                  1 │
└────────────────────────────────────┴────────────────────────────────────┘
```

","25.6","Introspection"
"25.12.3.21","bitmaskToList",0,0,"","","System","
Like bitmaskToArray but returns the powers of two as a comma-separated string.
    ","bitmaskToList(num)","- `num` — An integer value. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns a string containing comma-separated powers of two. [`String`](/sql-reference/data-types/string)","**Basic example**

```sql title=Query
SELECT bitmaskToList(50) AS powers_list
```

```response title=Response
┌─powers_list───┐
│ 2, 16, 32     │
└───────────────┘
```

","1.1","Encoding"
"25.12.3.21","bitmaskToArray",0,0,"","","System","
This function decomposes an integer into a sum of powers of two.
The powers of two are returned as an ascendingly ordered array.
    ","bitmaskToArray(num)","- `num` — An integer value. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns an array with the ascendingly ordered powers of two which sum up to the input number. [`Array(UInt64)`](/sql-reference/data-types/array)","**Basic example**

```sql title=Query
SELECT bitmaskToArray(50) AS powers_of_two
```

```response title=Response
┌─powers_of_two───┐
│ [2, 16, 32]     │
└─────────────────┘
```

**Single power of two**

```sql title=Query
SELECT bitmaskToArray(8) AS powers_of_two
```

```response title=Response
┌─powers_of_two─┐
│ [8]           │
└───────────────┘
```

","1.1","Encoding"
"25.12.3.21","currentUser",0,0,"","","System","
Returns the name of the current user.
In case of a distributed query, the name of the user who initiated the query is returned.
    ","currentUser()","","","Returns the name of the current user, otherwise the login of the user who initiated the query. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT currentUser()
```

```response title=Response
┌─currentUser()─┐
│ default       │
└───────────────┘
```

","20.1","Other"
"25.12.3.21","s2RectIntersection",0,0,"","","System","","","","","","","",""
"25.12.3.21","mapContainsKeyLike",0,0,"","","System","
Checks whether map contains key `LIKE` specified pattern.
","mapContainsKeyLike(map, pattern)","- `map` — Map to search in. [`Map(K, V)`](/sql-reference/data-types/map)
- `pattern` — Pattern to match keys against. [`const String`](/sql-reference/data-types/string)
","","Returns `1` if `map` contains a key matching `pattern`, `0` otherwise. [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
CREATE TABLE tab (a Map(String, String))
ENGINE = MergeTree
ORDER BY tuple();

INSERT INTO tab VALUES ({'abc':'abc','def':'def'}), ({'hij':'hij','klm':'klm'});

SELECT mapContainsKeyLike(a, 'a%') FROM tab;
```

```response title=Response
┌─mapContainsKeyLike(a, 'a%')─┐
│                           1 │
│                           0 │
└─────────────────────────────┘
```

","23.4","Map"
"25.12.3.21","timeDiff",0,1,"","","System","
Returns the difference between two dates or dates with time values in seconds.
The difference is calculated as `enddate` - `startdate`.

This function is equivalent to `dateDiff('second', startdate, enddate)`.

For calculating time differences in other units (hours, days, months, etc.), use the [`dateDiff`](#dateDiff) function instead.
    ","timeDiff(startdate, enddate)","- `startdate` — The first time value to subtract (the subtrahend). [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
- `enddate` — The second time value to subtract from (the minuend). [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
","","Returns the difference between `enddate` and `startdate` expressed in seconds. [`Int64`](/sql-reference/data-types/int-uint)","**Calculate time difference in seconds**

```sql title=Query
SELECT timeDiff(toDateTime('2018-01-01 22:00:00'), toDateTime('2018-01-02 23:00:00')) AS res
```

```response title=Response
┌───res─┐
│ 90000 │
└───────┘
```

**Calculate time difference and convert to hours**

```sql title=Query
SELECT timeDiff(toDateTime('2018-01-01 22:00:00'), toDateTime('2018-01-02 23:00:00')) / 3600 AS hours
```

```response title=Response
┌─hours─┐
│    25 │
└───────┘
```

**Equivalent to dateDiff with seconds**

```sql title=Query
SELECT
    timeDiff(toDateTime('2021-12-29'), toDateTime('2022-01-01')) AS time_diff_result,
    dateDiff('second', toDateTime('2021-12-29'), toDateTime('2022-01-01')) AS date_diff_result
```

```response title=Response
┌─time_diff_result─┬─date_diff_result─┐
│           259200 │           259200 │
└──────────────────┴──────────────────┘
```

","23.4","Dates and Times"
"25.12.3.21","uptime",0,0,"","","System","
Returns the server's uptime in seconds.
If executed in the context of a distributed table, this function generates a normal column with values relevant to each shard.
Otherwise it produces a constant value.
    ","uptime()","","","Returns the server uptime in seconds. [`UInt32`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT uptime() AS Uptime
```

```response title=Response
┌─Uptime─┐
│  55867 │
└────────┘
```

","1.1","Other"
"25.12.3.21","toJSONString",0,0,"","","System","
Serializes a value to its JSON representation. Various data types and nested structures are supported.
64-bit [integers](../data-types/int-uint.md) or bigger (like `UInt64` or `Int128`) are enclosed in quotes by default. [output_format_json_quote_64bit_integers](/operations/settings/formats#output_format_json_quote_64bit_integers) controls this behavior.
Special values `NaN` and `inf` are replaced with `null`. Enable [output_format_json_quote_denormals](/operations/settings/formats#output_format_json_quote_denormals) setting to show them.
When serializing an [Enum](../data-types/enum.md) value, the function outputs its name.

See also:
- [output_format_json_quote_64bit_integers](/operations/settings/formats#output_format_json_quote_64bit_integers)
- [output_format_json_quote_denormals](/operations/settings/formats#output_format_json_quote_denormals)
    ","toJSONString(value)","- `value` — Value to serialize. Value may be of any data type. [`Any`](/sql-reference/data-types)
","","Returns the JSON representation of the value. [`String`](/sql-reference/data-types/string)","**Map serialization**

```sql title=Query
SELECT toJSONString(map('key1', 1, 'key2', 2));
```

```response title=Response
┌─toJSONString(map('key1', 1, 'key2', 2))─┐
│ {""key1"":1,""key2"":2}                     │
└─────────────────────────────────────────┘
```

**Special values**

```sql title=Query
SELECT toJSONString(tuple(1.25, NULL, NaN, +inf, -inf, [])) SETTINGS output_format_json_quote_denormals = 1;
```

```response title=Response
┌─toJSONString(tuple(1.25, NULL, NaN, plus(inf), minus(inf), []))─┐
│ [1.25,null,""nan"",""inf"",""-inf"",[]]                               │
└─────────────────────────────────────────────────────────────────┘
```

","21.7","JSON"
"25.12.3.21","murmurHash2_32",0,0,"","","System","
Computes the [MurmurHash2](https://github.com/aappleby/smhasher) hash of the input value.

:::note
The calculated hash values may be equal for the same input values of different argument types.
This affects for example integer types of different size, named and unnamed `Tuple` with the same data, `Map` and the corresponding `Array(Tuple(key, value))` type with the same data.
:::
","murmurHash2_32(arg1[, arg2, ...])","- `arg1[, arg2, ...]` — A variable number of input arguments for which to compute the hash. [`Any`](/sql-reference/data-types)
","","Returns the computed hash value of the input arguments. [`UInt32`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT murmurHash2_32(array('e','x','a'), 'mple', 10, toDateTime('2019-06-15 23:00:00')) AS MurmurHash2, toTypeName(MurmurHash2) AS type;
```

```response title=Response
┌─MurmurHash2─┬─type───┐
│  3681770635 │ UInt32 │
└─────────────┴────────┘
```

","18.5","Hash"
"25.12.3.21","exp10",0,0,"","","System","
Returns 10 to the power of the given argument.
","exp10(x)","- `x` — The exponent. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","","Returns 10^x [`Float*`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT exp10(2);
```

```response title=Response
100
```

","1.1","Mathematical"
"25.12.3.21","cos",0,1,"","","System","
Returns the cosine of the argument.
","cos(x)","- `x` — The angle in radians. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","","Returns the cosine of `x`. [`Float*`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT cos(0);
```

```response title=Response
1
```

","1.1","Mathematical"
"25.12.3.21","stringToH3",0,0,"","","System","
Converts the string representation of an H3 index to the `H3Index` ([UInt64](/sql-reference/data-types/int-uint)) representation.
    ","stringToH3(index_str)","- `index_str` — String representation of the H3 index. [`String`](/sql-reference/data-types/string)
","","Returns the H3 index number, or `0` if the input is not a valid H3 index. [`UInt64`](/sql-reference/data-types/int-uint)","**Convert string to H3 index**

```sql title=Query
SELECT stringToH3('89184926cc3ffff') AS index
```

```response title=Response
┌──────────────index─┐
│ 617420388351344639 │
└────────────────────┘
```

","20.4","Geo"
"25.12.3.21","dateName",0,1,"","","System","
Returns the specified part of the date.

Possible values:
- 'year'
- 'quarter'
- 'month'
- 'week'
- 'dayofyear'
- 'day'
- 'weekday'
- 'hour'
- 'minute'
- 'second'
    ","dateName(date_part, date[, timezone])","- `date_part` — The part of the date that you want to extract. [`String`](/sql-reference/data-types/string)
- `datetime` — A date or date with time value. [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
- `timezone` — Optional. Timezone. [`String`](/sql-reference/data-types/string)
","","Returns the specified part of date. [`String`](/sql-reference/data-types/string)","**Extract different date parts**

```sql title=Query
WITH toDateTime('2021-04-14 11:22:33') AS date_value
SELECT
    dateName('year', date_value),
    dateName('month', date_value),
    dateName('day', date_value)
```

```response title=Response
┌─dateName('year', date_value)─┬─dateName('month', date_value)─┬─dateName('day', date_value)─┐
│ 2021                         │ April                         │ 14                          │
└──────────────────────────────┴───────────────────────────────┴─────────────────────────────┘
```

","21.7","Dates and Times"
"25.12.3.21","assumeNotNull",0,0,"","","System","
Returns the corresponding non-`Nullable` value for a value of type [`Nullable`](../data-types/nullable.md).
If the original value is `NULL`, an arbitrary result can be returned.

See also: functions [`ifNull`](#ifNull) and [`coalesce`](#coalesce).
    ","assumeNotNull(x)","- `x` — The original value of any nullable type. [`Nullable(T)`](/sql-reference/data-types/nullable)
","","Returns the non-nullable value, if the original value was not `NULL`, otherwise an arbitrary value, if the input value is `NULL`. [`Any`](/sql-reference/data-types)","**Usage example**

```sql title=Query
CREATE TABLE t_null (x Int8, y Nullable(Int8))
ENGINE=MergeTree()
ORDER BY x;

INSERT INTO t_null VALUES (1, NULL), (2, 3);

SELECT assumeNotNull(y) FROM table;
SELECT toTypeName(assumeNotNull(y)) FROM t_null;
```

```response title=Response
┌─assumeNotNull(y)─┐
│                0 │
│                3 │
└──────────────────┘
┌─toTypeName(assumeNotNull(y))─┐
│ Int8                         │
│ Int8                         │
└──────────────────────────────┘
```

","1.1","Null"
"25.12.3.21","changeSecond",0,0,"","","System","Changes the second component of a date or date time.","changeSecond(date_or_datetime, value)","- `date_or_datetime` — The value to change. [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
- `value` — The new value. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns a value of the same type as `date_or_datetime` with modified seconds component. [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)","**Usage example**

```sql title=Query
SELECT changeSecond('2024-01-01 12:30:45'::DateTime, 15)
```

```response title=Response
2024-01-01 12:30:15
```

","24.7","Dates and Times"
"25.12.3.21","dateTime64ToSnowflakeID",0,0,"","","System","Converts a [DateTime64](../data-types/datetime64.md) value to the first [Snowflake ID](https://en.wikipedia.org/wiki/Snowflake_ID) at the giving time.","dateTime64ToSnowflakeID(value[, epoch])","- `value` — Date with time. [`DateTime64`](/sql-reference/data-types/datetime64)
- `epoch` — Epoch of the Snowflake ID in milliseconds since 1970-01-01. Defaults to 0 (1970-01-01). For the Twitter/X epoch (2015-01-01), provide 1288834974657. [`UInt*`](/sql-reference/data-types/int-uint)
","","Input value converted to [`UInt64`](/sql-reference/data-types/int-uint)","**simple**

```sql title=Query
SELECT dateTime64ToSnowflakeID(toDateTime64('2021-08-15 18:57:56', 3, 'Asia/Shanghai'))
```

```response title=Response
6832626394434895872
```

","24.6","UUID"
"25.12.3.21","xxHash32",0,0,"","","System","
Calculates a [xxHash](http://cyan4973.github.io/xxHash/) from a string.

For the 64-bit version see [`xxHash64`](#xxHash64)
","xxHash32(arg)","- `arg` — Input string to hash. [`String`](/sql-reference/data-types/string)
","","Returns the computed 32-bit hash of the input string. [`UInt32`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT xxHash32('Hello, world!');
```

```response title=Response
┌─xxHash32('Hello, world!')─┐
│                 834093149 │
└───────────────────────────┘
```

","20.1","Hash"
"25.12.3.21","dateTimeToSnowflakeID",0,0,"","","System","Converts a [DateTime](../data-types/datetime.md) value to the first [Snowflake ID](https://en.wikipedia.org/wiki/Snowflake_ID) at the giving time.","dateTimeToSnowflakeID(value[, epoch])","- `value` — Date with time. [`DateTime`](/sql-reference/data-types/datetime)
- `epoch` — Epoch of the Snowflake ID in milliseconds since 1970-01-01. Defaults to 0 (1970-01-01). For the Twitter/X epoch (2015-01-01), provide 1288834974657. [`UInt*`](/sql-reference/data-types/int-uint)
","","Input value converted to [`UInt64`](/sql-reference/data-types/int-uint)","**simple**

```sql title=Query
SELECT dateTimeToSnowflakeID(toDateTime('2021-08-15 18:57:56', 'Asia/Shanghai'))
```

```response title=Response
6832626392367104000
```

","24.6","UUID"
"25.12.3.21","getMergeTreeSetting",0,0,"","","System","
Returns the current value of a MergeTree setting.
","getMergeTreeSetting(setting_name)","- `setting_name` — The setting name. [`String`](/sql-reference/data-types/string)
","","Returns the merge tree setting's current value.","**Usage example**

```sql title=Query
SELECT getMergeTreeSetting('index_granularity');
```

```response title=Response
┌─getMergeTreeSetting('index_granularity')─┐
│                                     8192 │
└──────────────────────────────────────────┘
```

","25.6","Other"
"25.12.3.21","isDecimalOverflow",0,0,"","","System","
Checks if a decimal number has too many digits to fit properly in a Decimal data type with given precision.
    ","isDecimalOverflow(value[, precision])","- `value` — Decimal value to check. [`Decimal`](/sql-reference/data-types/decimal)
- `precision` — Optional. The precision of the Decimal type. If omitted, the initial precision of the first argument is used. [`UInt8`](/sql-reference/data-types/int-uint)
","","Returns `1` if the decimal value has more digits than allowed by its precision, `0` if the decimal value satisfies the specified precision. [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT isDecimalOverflow(toDecimal32(1000000000, 0), 9),
       isDecimalOverflow(toDecimal32(1000000000, 0)),
       isDecimalOverflow(toDecimal32(-1000000000, 0), 9),
       isDecimalOverflow(toDecimal32(-1000000000, 0));
```

```response title=Response
┌─isDecimalOverflow(toDecimal32(1000000000, 0), 9)─┬─isDecimalOverflow(toDecimal32(1000000000, 0))─┬─isDecimalOverflow(toDecimal32(-1000000000, 0), 9)─┬─isDecimalOverflow(toDecimal32(-1000000000, 0))─┐
│                                                1 │                                             1 │                                                 1 │                                              1 │
└──────────────────────────────────────────────────┴───────────────────────────────────────────────┴───────────────────────────────────────────────────┴────────────────────────────────────────────────┘
```

","20.8","Other"
"25.12.3.21","toStartOfHour",0,0,"","","System","
Rounds down a date with time to the start of the hour.

:::note
The return type can be configured by setting [`enable_extended_results_for_datetime_functions`](/operations/settings/settings#enable_extended_results_for_datetime_functions).
:::
    ","toStartOfHour(datetime)","- `datetime` — A date with time to round. [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
","","Returns the date with time rounded down to the start of the hour. [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)","**Round down to the start of the hour**

```sql title=Query
SELECT
    toStartOfHour(toDateTime('2023-04-21 10:20:30'));
```

```response title=Response
┌─────────────────res─┬─toTypeName(res)─┐
│ 2023-04-21 10:00:00 │ DateTime        │
└─────────────────────┴─────────────────┘
```

","1.1","Dates and Times"
"25.12.3.21","toIntervalWeek",0,0,"","","System","
Returns an interval of `n` weeks of data type [`IntervalWeek`](../../sql-reference/data-types/special-data-types/interval.md).
    ","toIntervalWeek(n)","- `n` — Number of weeks. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`String`](/sql-reference/data-types/string)
","","Returns an interval of `n` weeks. [`Interval`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
WITH
    toDate('2025-06-15') AS date,
    toIntervalWeek(1) AS interval_to_week
SELECT date + interval_to_week AS result
```

```response title=Response
┌─────result─┐
│ 2025-06-22 │
└────────────┘
```

","1.1","Type Conversion"
"25.12.3.21","toUnixTimestamp64Second",0,0,"","","System","
Converts a [`DateTime64`](/sql-reference/data-types/datetime64) to a [`Int64`](/sql-reference/data-types/int-uint) value with fixed second precision.
The input value is scaled up or down appropriately depending on its precision.

:::note
The output value is relative to UTC, not to the timezone of the input value.
:::
    ","toUnixTimestamp64Second(value)","- `value` — DateTime64 value with any precision. [`DateTime64`](/sql-reference/data-types/datetime64)
","","Returns a Unix timestamp in seconds. [`Int64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
WITH toDateTime64('2025-02-13 23:31:31.011', 3, 'UTC') AS dt64
SELECT toUnixTimestamp64Second(dt64);
```

```response title=Response
┌─toUnixTimestamp64Second(dt64)─┐
│                    1739489491 │
└───────────────────────────────┘
```

","24.12","Type Conversion"
"25.12.3.21","toRelativeSecondNum",0,0,"","","System","
Converts a date or date with time to the number of seconds elapsed since a certain fixed point in the past.
The exact point in time is an implementation detail, and therefore this function is not intended to be used standalone.
The main purpose of the function is to calculate the difference in seconds between two dates or dates with time, e.g., `toRelativeSecondNum(dt1) - toRelativeSecondNum(dt2)`.
    ","toRelativeSecondNum(date)","- `date` — Date or date with time. [`Date`](/sql-reference/data-types/date) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
","","Returns the number of seconds from a fixed reference point in the past. [`UInt32`](/sql-reference/data-types/int-uint)","**Get relative second numbers**

```sql title=Query
SELECT toRelativeSecondNum(toDateTime('2023-01-01 00:01:00')) - toRelativeSecondNum(toDateTime('2023-01-01 00:00:00')) AS seconds_difference
```

```response title=Response
┌─seconds_difference─┐
│                 60 │
└────────────────────┘
```

","1.1","Dates and Times"
"25.12.3.21","replaceAll",0,0,"","","System","
Replaces all occurrences of the substring `pattern` in `haystack` by the `replacement` string.
","replaceAll(haystack, pattern, replacement)","- `haystack` — The input string to search in. [`String`](/sql-reference/data-types/string)
- `pattern` — The substring to find and replace. [`const String`](/sql-reference/data-types/string)
- `replacement` — The string to replace the pattern with. [`const String`](/sql-reference/data-types/string)
","","Returns a string with all occurrences of pattern replaced. [`String`](/sql-reference/data-types/string)","**Replace all occurrences**

```sql title=Query
SELECT replaceAll('Hello, Hello world', 'Hello', 'Hi') AS res;
```

```response title=Response
┌─res──────────┐
│ Hi, Hi world │
└──────────────┘
```

","1.1","String Replacement"
