"ch_version","name","value","default","changed","description","min","max","disallowed_values","readonly","type","is_obsolete","tier"
"25.6.3.116","optimize_row_order","0","0",0,"
    Controls if the row order should be optimized during inserts to improve the
    compressability of the newly inserted table part.

    Only has an effect for ordinary MergeTree-engine tables. Does nothing for
    specialized MergeTree engine tables (e.g. CollapsingMergeTree).

    MergeTree tables are (optionally) compressed using [compression codecs](/sql-reference/statements/create/table#column_compression_codec).
    Generic compression codecs such as LZ4 and ZSTD achieve maximum compression
    rates if the data exposes patterns. Long runs of the same value typically
    compress very well.

    If this setting is enabled, ClickHouse attempts to store the data in newly
    inserted parts in a row order that minimizes the number of equal-value runs
    across the columns of the new table part.
    In other words, a small number of equal-value runs mean that individual runs
    are long and compress well.

    Finding the optimal row order is computationally infeasible (NP hard).
    Therefore, ClickHouse uses a heuristics to quickly find a row order which
    still improves compression rates over the original row order.

    <details markdown=""1"">

    <summary>Heuristics for finding a row order</summary>

    It is generally possible to shuffle the rows of a table (or table part)
    freely as SQL considers the same table (table part) in different row order
    equivalent.

    This freedom of shuffling rows is restricted when a primary key is defined
    for the table. In ClickHouse, a primary key `C1, C2, ..., CN` enforces that
    the table rows are sorted by columns `C1`, `C2`, ... `Cn` ([clustered index](https://en.wikipedia.org/wiki/Database_index#Clustered)).
    As a result, rows can only be shuffled within ""equivalence classes"" of row,
    i.e. rows which have the same values in their primary key columns.
    The intuition is that primary keys with high-cardinality, e.g. primary keys
    involving a `DateTime64` timestamp column, lead to many small equivalence
    classes. Likewise, tables with a low-cardinality primary key, create few and
    large equivalence classes. A table with no primary key represents the extreme
    case of a single equivalence class which spans all rows.

    The fewer and the larger the equivalence classes are, the higher the degree
    of freedom when re-shuffling rows.

    The heuristics applied to find the best row order within each equivalence
    class is suggested by D. Lemire, O. Kaser in
    [Reordering columns for smaller indexes](https://doi.org/10.1016/j.ins.2011.02.002)
    and based on sorting the rows within each equivalence class by ascending
    cardinality of the non-primary key columns.

    It performs three steps:
    1. Find all equivalence classes based on the row values in primary key columns.
    2. For each equivalence class, calculate (usually estimate) the cardinalities
       of the non-primary-key columns.
    3. For each equivalence class, sort the rows in order of ascending
       non-primary-key column cardinality.

    </details>

    If enabled, insert operations incur additional CPU costs to analyze and
    optimize the row order of the new data. INSERTs are expected to take 30-50%
    longer depending on the data characteristics.
    Compression rates of LZ4 or ZSTD improve on average by 20-40%.

    This setting works best for tables with no primary key or a low-cardinality
    primary key, i.e. a table with only few distinct primary key values.
    High-cardinality primary keys, e.g. involving timestamp columns of type
    `DateTime64`, are not expected to benefit from this setting.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","use_adaptive_write_buffer_for_dynamic_subcolumns","1","1",0,"
    Allow to use adaptive writer buffers during writing dynamic subcolumns to
    reduce memory usage
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","adaptive_write_buffer_initial_size","16384","16384",0,"
    Initial size of an adaptive write buffer
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_free_disk_bytes_to_perform_insert","0","0",0,"
    The minimum number of bytes that should be free in disk space in order to
    insert data. If the number of available free bytes is less than
    `min_free_disk_bytes_to_perform_insert` then an exception is thrown and the
    insert is not executed. Note that this setting:
    - takes into account the `keep_free_space_bytes` setting.
    - does not take into account the amount of data that will be written by the
      `INSERT` operation.
    - is only checked if a positive (non-zero) number of bytes is specified

    Possible values:
    - Any positive integer.

    :::note
    If both `min_free_disk_bytes_to_perform_insert` and `min_free_disk_ratio_to_perform_insert`
    are specified, ClickHouse will count on the value that will allow to perform
    inserts on a bigger amount of free memory.
    :::
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_free_disk_ratio_to_perform_insert","0","0",0,"
    The minimum free to total disk space ratio to perform an `INSERT`. Must be a
    floating point value between 0 and 1. Note that this setting:
    - takes into account the `keep_free_space_bytes` setting.
    - does not take into account the amount of data that will be written by the
      `INSERT` operation.
    - is only checked if a positive (non-zero) ratio is specified

    Possible values:
    - Float, 0.0 - 1.0

    Note that if both `min_free_disk_ratio_to_perform_insert` and
    `min_free_disk_bytes_to_perform_insert` are specified, ClickHouse will count
    on the value that will allow to perform inserts on a bigger amount of free
    memory.
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","simultaneous_parts_removal_limit","0","0",0,"
    If there are a lot of outdated parts cleanup thread will try to delete up to
    `simultaneous_parts_removal_limit` parts during one iteration.
    `simultaneous_parts_removal_limit` set to `0` means unlimited.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","reduce_blocking_parts_sleep_ms","5000","5000",0,"
    Only available in ClickHouse Cloud. Minimum time to wait before trying to
    reduce blocking parts again after no ranges were dropped/replaced. A lower
    setting will trigger tasks in background_schedule_pool frequently which
    results in large amount of requests to zookeeper in large-scale clusters
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","replicated_deduplication_window","1000","1000",0,"
    The number of most recently inserted blocks for which ClickHouse Keeper stores
    hash sums to check for duplicates.

    Possible values:
    - Any positive integer.
    - 0 (disable deduplication)

    The `Insert` command creates one or more blocks (parts). For
    [insert deduplication](../../engines/table-engines/mergetree-family/replication.md),
    when writing into replicated tables, ClickHouse writes the hash sums of the
    created parts into ClickHouse Keeper. Hash sums are stored only for the most
    recent `replicated_deduplication_window` blocks. The oldest hash sums are
    removed from ClickHouse Keeper.

    A large number for `replicated_deduplication_window` slows down `Inserts`
    because more entries need to be compared. The hash sum is calculated from
    the composition of the field names and types and the data of the inserted
    part (stream of bytes).
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","replicated_deduplication_window_seconds","604800","604800",0,"
    The number of seconds after which the hash sums of the inserted blocks are
    removed from ClickHouse Keeper.

    Possible values:
    - Any positive integer.

    Similar to [replicated_deduplication_window](#replicated_deduplication_window),
    `replicated_deduplication_window_seconds` specifies how long to store hash
    sums of blocks for insert deduplication. Hash sums older than
    `replicated_deduplication_window_seconds` are removed from ClickHouse Keeper,
    even if they are less than ` replicated_deduplication_window`.

    The time is relative to the time of the most recent record, not to the wall
    time. If it's the only record it will be stored forever.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","replicated_deduplication_window_for_async_inserts","10000","10000",0,"
    The number of most recently async inserted blocks for which ClickHouse Keeper
    stores hash sums to check for duplicates.

    Possible values:
    - Any positive integer.
    - 0 (disable deduplication for async_inserts)

    The [Async Insert](/operations/settings/settings#async_insert) command will
    be cached in one or more blocks (parts). For [insert deduplication](/engines/table-engines/mergetree-family/replication),
    when writing into replicated tables, ClickHouse writes the hash sums of each
    insert into ClickHouse Keeper. Hash sums are stored only for the most recent
    `replicated_deduplication_window_for_async_inserts` blocks. The oldest hash
    sums are removed from ClickHouse Keeper.
    A large number of `replicated_deduplication_window_for_async_inserts` slows
    down `Async Inserts` because it needs to compare more entries.
    The hash sum is calculated from the composition of the field names and types
    and the data of the insert (stream of bytes).
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","replicated_deduplication_window_seconds_for_async_inserts","604800","604800",0,"
    The number of seconds after which the hash sums of the async inserts are
    removed from ClickHouse Keeper.

    Possible values:
    - Any positive integer.

    Similar to [replicated_deduplication_window_for_async_inserts](#replicated_deduplication_window_for_async_inserts),
    `replicated_deduplication_window_seconds_for_async_inserts` specifies how
    long to store hash sums of blocks for async insert deduplication. Hash sums
    older than `replicated_deduplication_window_seconds_for_async_inserts` are
    removed from ClickHouse Keeper, even if they are less than
    `replicated_deduplication_window_for_async_inserts`.

    The time is relative to the time of the most recent record, not to the wall
    time. If it's the only record it will be stored forever.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","async_block_ids_cache_update_wait_ms","100","100",0,"
    How long each insert iteration will wait for async_block_ids_cache update
    ",\N,\N,"[]",0,"Milliseconds",0,"Production"
"25.6.3.116","use_async_block_ids_cache","1","1",0,"
    If true, we cache the hash sums of the async inserts.

    Possible values:
    - `true`
    - `false`

    A block bearing multiple async inserts will generate multiple hash sums.
    When some of the inserts are duplicated, keeper will only return one
    duplicated hash sum in one RPC, which will cause unnecessary RPC retries.
    This cache will watch the hash sums path in Keeper. If updates are watched
    in the Keeper, the cache will update as soon as possible, so that we are
    able to filter the duplicated inserts in the memory.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","max_replicated_logs_to_keep","1000","1000",0,"
    How many records may be in the ClickHouse Keeper log if there is inactive
    replica. An inactive replica becomes lost when when this number exceed.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_replicated_logs_to_keep","10","10",0,"
    Keep about this number of last records in ZooKeeper log, even if they are
    obsolete. It doesn't affect work of tables: used only to diagnose ZooKeeper
    log before cleaning.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","prefer_fetch_merged_part_time_threshold","3600","3600",0,"
    If the time passed since a replication log (ClickHouse Keeper or ZooKeeper)
    entry creation exceeds this threshold, and the sum of the size of parts is
    greater than `prefer_fetch_merged_part_size_threshold`, then prefer fetching
    merged part from a replica instead of doing merge locally. This is to speed
    up very long merges.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","prefer_fetch_merged_part_size_threshold","10737418240","10737418240",0,"
    If the sum of the size of parts exceeds this threshold and the time since a
    replication log entry creation is greater than
    `prefer_fetch_merged_part_time_threshold`, then prefer fetching merged part
    from a replica instead of doing merge locally. This is to speed up very long
    merges.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","execute_merges_on_single_replica_time_threshold","0","0",0,"
    When this setting has a value greater than zero, only a single replica starts
    the merge immediately, and other replicas wait up to that amount of time to
    download the result instead of doing merges locally. If the chosen replica
    doesn't finish the merge during that amount of time, fallback to standard
    behavior happens.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","remote_fs_execute_merges_on_single_replica_time_threshold","10800","10800",0,"
    When this setting has a value greater than zero only a single replica starts
    the merge immediately if merged part on shared storage and
    `allow_remote_fs_zero_copy_replication` is enabled.

    :::note
    Zero-copy replication is not ready for production
    Zero-copy replication is disabled by default in ClickHouse version 22.8 and
    higher.

    This feature is not recommended for production use.
    :::

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","try_fetch_recompressed_part_timeout","7200","7200",0,"
    Timeout (in seconds) before starting merge with recompression. During this
    time ClickHouse tries to fetch recompressed part from replica which assigned
    this merge with recompression.

    Recompression works slow in most cases, so we don't start merge with
    recompression until this timeout and trying to fetch recompressed part from
    replica which assigned this merge with recompression.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","always_fetch_merged_part","0","0",0,"
    If true, this replica never merges parts and always downloads merged parts
    from other replicas.

    Possible values:
    - true, false
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","number_of_partitions_to_consider_for_merge","10","10",0,"
    Only available in ClickHouse Cloud. Up to top N partitions which we will
    consider for merge. Partitions picked in a random weighted way where weight
    is amount of data parts which can be merged in this partition.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_suspicious_broken_parts","100","100",0,"
    If the number of broken parts in a single partition exceeds the
    `max_suspicious_broken_parts` value, automatic deletion is denied.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_suspicious_broken_parts_bytes","1073741824","1073741824",0,"
    Max size of all broken parts, if more - deny automatic deletion.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_suspicious_broken_parts","0","0",0,"
    Max broken parts for SMT, if more - deny automatic detach.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_suspicious_broken_parts_bytes","0","0",0,"
    Max size of all broken parts for SMT, if more - deny automatic detach.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_files_to_modify_in_alter_columns","75","75",0,"
    Do not apply ALTER if number of files for modification(deletion, addition)
    is greater than this setting.

    Possible values:

    - Any positive integer.

    Default value: 75
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_files_to_remove_in_alter_columns","50","50",0,"
    Do not apply ALTER, if the number of files for deletion is greater than this
    setting.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","replicated_max_ratio_of_wrong_parts","0.5","0.5",0,"
    If the ratio of wrong parts to total number of parts is less than this -
    allow to start.

    Possible values:
    - Float, 0.0 - 1.0
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","replicated_can_become_leader","1","1",0,"
    If true, replicated tables replicas on this node will try to acquire
    leadership.

    Possible values:
    - `true`
    - `false`
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","zookeeper_session_expiration_check_period","60","60",0,"
    ZooKeeper session expiration check period, in seconds.

    Possible values:
    - Any positive integer.
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","initialization_retry_period","60","60",0,"
    Retry period for table initialization, in seconds.
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","detach_old_local_parts_when_cloning_replica","1","1",0,"
    Do not remove old local parts when repairing lost replica.

    Possible values:
    - `true`
    - `false`
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","detach_not_byte_identical_parts","0","0",0,"
    Enables or disables detaching a data part on a replica after a merge or a
    mutation, if it is not byte-identical to data parts on other replicas. If
    disabled, the data part is removed. Activate this setting if you want to
    analyze such parts later.

    The setting is applicable to `MergeTree` tables with enabled
    [data replication](/engines/table-engines/mergetree-family/replacingmergetree).

    Possible values:

    - `0` — Parts are removed.
    - `1` — Parts are detached.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","max_replicated_fetches_network_bandwidth","0","0",0,"
    Limits the maximum speed of data exchange over the network in bytes per
    second for [replicated](../../engines/table-engines/mergetree-family/replication.md)
    fetches. This setting is applied to a particular table, unlike the
    [`max_replicated_fetches_network_bandwidth_for_server`](/operations/settings/merge-tree-settings#max_replicated_fetches_network_bandwidth)
    setting, which is applied to the server.

    You can limit both server network and network for a particular table, but for
    this the value of the table-level setting should be less than server-level
    one. Otherwise the server considers only the
    `max_replicated_fetches_network_bandwidth_for_server` setting.

    The setting isn't followed perfectly accurately.

    Possible values:

    - Positive integer.
    - `0` — Unlimited.

    Default value: `0`.

    **Usage**

    Could be used for throttling speed when replicating data to add or replace
    new nodes.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_replicated_sends_network_bandwidth","0","0",0,"
    Limits the maximum speed of data exchange over the network in bytes per
    second for [replicated](/engines/table-engines/mergetree-family/replacingmergetree)
    sends. This setting is applied to a particular table, unlike the
    [`max_replicated_sends_network_bandwidth_for_server`](/operations/settings/merge-tree-settings#max_replicated_sends_network_bandwidth)
    setting, which is applied to the server.

    You can limit both server network and network for a particular table, but
    for this the value of the table-level setting should be less than
    server-level one. Otherwise the server considers only the
    `max_replicated_sends_network_bandwidth_for_server` setting.

    The setting isn't followed perfectly accurately.

    Possible values:

    - Positive integer.
    - `0` — Unlimited.

    **Usage**

    Could be used for throttling speed when replicating data to add or replace
    new nodes.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","wait_for_unique_parts_send_before_shutdown_ms","0","0",0,"
    Before shutdown table will wait for required amount time for unique parts
    (exist only on current replica) to be fetched by other replicas (0 means
    disabled).
    ",\N,\N,"[]",0,"Milliseconds",0,"Production"
"25.6.3.116","fault_probability_before_part_commit","0","0",0,"
    For testing. Do not change it.
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","fault_probability_after_part_commit","0","0",0,"
    For testing. Do not change it.
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","shared_merge_tree_disable_merges_and_mutations_assignment","0","0",0,"
    Stop merges assignment for shared merge tree. Only available in ClickHouse
    Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_enable_outdated_parts_check","1","1",0,"
    Enable outdated parts check. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_partitions_hint_ratio_to_reload_merge_pred_for_mutations","0.5","0.5",0,"
    Will reload merge predicate in merge/mutate selecting task when `<candidate
    partitions for mutations only (partitions that cannot be merged)>/<candidate
    partitions for mutations>` ratio is higher than the setting. Only available
    in ClickHouse Cloud
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","shared_merge_tree_parts_load_batch_size","32","32",0,"
    Amount of fetch parts metadata jobs to schedule at once. Only available in
    ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_parts_update_leaders_in_total","6","6",0,"
    Maximum number of parts update leaders. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_parts_update_leaders_per_az","2","2",0,"
    Maximum number of parts update leaders. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_leader_update_period_seconds","30","30",0,"
    Maximum period to recheck leadership for parts update. Only available in
    ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_leader_update_period_random_add_seconds","10","10",0,"
    Add uniformly distributed value from 0 to x seconds to
    shared_merge_tree_leader_update_period to avoid thundering
    herd effect. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_read_virtual_parts_from_leader","1","1",0,"
    Read virtual parts from leader when possible. Only available in ClickHouse
    Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_initial_parts_update_backoff_ms","50","50",0,"
    Initial backoff for parts update. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_parts_update_backoff_ms","5000","5000",0,"
    Max backoff for parts update. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_interserver_http_connection_timeout_ms","100","100",0,"
    Timeouts for interserver HTTP connection. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_interserver_http_timeout_ms","10000","10000",0,"
    Timeouts for interserver HTTP communication. Only available in ClickHouse
    Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_replicas_for_parts_deletion","10","10",0,"
    Max replicas which will participate in parts deletion (killer thread). Only
    available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_replicas_to_merge_parts_for_each_parts_range","5","5",0,"
    Max replicas which will try to assign potentially conflicting merges (allow
    to avoid redundant conflicts in merges assignment). 0 means disabled. Only
    available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_use_outdated_parts_compact_format","0","0",0,"
    Use compact format for outdated parts: reduces load to Keeper, improves
    outdated parts processing. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_memo_ids_remove_timeout_seconds","1800","1800",0,"
    How long we store insert memoization ids to avoid wrong actions during
    insert retries. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"Int64",0,"Production"
"25.6.3.116","shared_merge_tree_idle_parts_update_seconds","3600","3600",0,"
    Interval in seconds for parts update without being triggered by ZooKeeper
    watch in the shared merge tree. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_max_outdated_parts_to_process_at_once","1000","1000",0,"
    Maximum amount of outdated parts leader will try to confirm for removal at
    one HTTP request. Only available in ClickHouse Cloud.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_postpone_next_merge_for_locally_merged_parts_rows_threshold","1000000","1000000",0,"
    Minimum size of part (in rows) to postpone assigning a next merge just after
    merging it locally. Only available in ClickHouse Cloud.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_postpone_next_merge_for_locally_merged_parts_ms","0","0",0,"
    Time to keep a locally merged part without starting a new merge containing
    this part. Gives other replicas a chance fetch the part and start this merge.
    Only available in ClickHouse Cloud.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_range_for_merge_window_size","10","10",0,"
    Time to keep a locally merged part without starting a new merge containing
    this part. Gives other replicas a chance fetch the part and start this merge.
    Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","shared_merge_tree_use_too_many_parts_count_from_virtual_parts","0","0",0,"
    If enabled too many parts counter will rely on shared data in Keeper, not on
    local replica state. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_create_per_replica_metadata_nodes","1","1",0,"
    Enables creation of per-replica /metadata and /columns nodes in ZooKeeper.
    Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_use_metadata_hints_cache","1","1",0,"
    Enables requesting FS cache hints from in-memory
    cache on other replicas. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","shared_merge_tree_try_fetch_part_in_memory_data_from_replicas","0","0",0,"
    If enabled all the replicas try to fetch part in memory data (like primary
    key, partition info and so on) from other replicas where it already exists.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","allow_reduce_blocking_parts_task","1","1",0,"
    Background task which reduces blocking parts for shared merge tree tables.
    Only in ClickHouse Cloud
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","refresh_parts_interval","0","0",0,"
    If it is greater than zero - refresh the list of data parts from the underlying filesystem to check if the data was updated under the hood.
    It can be set only if the table is located on readonly disks (which means that this is a readonly replica, while data is being written by another replica).
    ",\N,\N,"[]",0,"Seconds",0,"Production"
"25.6.3.116","min_relative_delay_to_measure","120","120",0,"
    Calculate relative replica delay only if absolute delay is not less that
    this value.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","cleanup_delay_period","30","30",0,"
    Minimum period to clean old queue logs, blocks hashes and parts.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_cleanup_delay_period","300","300",0,"
    Maximum period to clean old queue logs, blocks hashes and parts.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","cleanup_delay_period_random_add","10","10",0,"
    Add uniformly distributed value from 0 to x seconds to cleanup_delay_period
    to avoid thundering herd effect and subsequent DoS of ZooKeeper in case of
    very large number of tables.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","cleanup_thread_preferred_points_per_iteration","150","150",0,"
    Preferred batch size for background cleanup (points are abstract but 1 point
    is approximately equivalent to 1 inserted block).
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","cleanup_threads","128","128",0,"
    Threads for cleanup of outdated threads. Only available in ClickHouse Cloud
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_relative_delay_to_close","300","300",0,"
    Minimal delay from other replicas to close, stop serving
    requests and not return Ok during status check.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_absolute_delay_to_close","0","0",0,"
    Minimal absolute delay to close, stop serving requests and not
    return Ok during status check.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","enable_vertical_merge_algorithm","1","1",0,"
    Enable usage of Vertical merge algorithm.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","vertical_merge_algorithm_min_rows_to_activate","131072","131072",0,"
    Minimal (approximate) sum of rows in
    merging parts to activate Vertical merge algorithm.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","vertical_merge_algorithm_min_bytes_to_activate","0","0",0,"
    Minimal (approximate) uncompressed size in bytes in merging parts to activate
    Vertical merge algorithm.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","vertical_merge_algorithm_min_columns_to_activate","11","11",0,"
    Minimal amount of non-PK columns to activate Vertical merge algorithm.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","vertical_merge_remote_filesystem_prefetch","1","1",0,"
    If true prefetching of data from remote filesystem is used for the next
    column during merge
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","max_postpone_time_for_failed_mutations_ms","300000","300000",0,"
    The maximum postpone time for failed mutations.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_postpone_time_for_failed_replicated_fetches_ms","60000","60000",0,"
    The maximum postpone time for failed replicated fetches.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_postpone_time_for_failed_replicated_merges_ms","60000","60000",0,"
    The maximum postpone time for failed replicated merges.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_postpone_time_for_failed_replicated_tasks_ms","300000","300000",0,"
    The maximum postpone time for failed replicated task. The value is used if the task is not a fetch, merge or mutation.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","allow_suspicious_indices","0","0",0,"
    Reject primary/secondary indexes and sorting keys with identical expressions
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","compatibility_allow_sampling_expression_not_in_primary_key","0","0",0,"
    Allow to create a table with sampling expression not in primary key. This is
    needed only to temporarily allow to run the server with wrong tables for
    backward compatibility.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","use_minimalistic_checksums_in_zookeeper","1","1",0,"
    Use small format (dozens bytes) for part checksums in ZooKeeper instead of
    ordinary ones (dozens KB). Before enabling check that all replicas support
    new format.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","use_minimalistic_part_header_in_zookeeper","1","1",0,"
    Storage method of the data parts headers in ZooKeeper. If enabled, ZooKeeper
    stores less data. For details, see [here](/operations/server-configuration-parameters/settings#use_minimalistic_part_header_in_zookeeper).
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","finished_mutations_to_keep","100","100",0,"
    How many records about mutations that are done to keep. If zero, then keep
    all of them.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_merge_bytes_to_use_direct_io","10737418240","10737418240",0,"
    The minimum data volume for merge operation that is required for using direct
    I/O access to the storage disk. When merging data parts, ClickHouse calculates
    the total storage volume of all the data to be merged. If the volume exceeds
    `min_merge_bytes_to_use_direct_io` bytes, ClickHouse reads and writes the
    data to the storage disk using the direct I/O interface (`O_DIRECT` option).
    If `min_merge_bytes_to_use_direct_io = 0`, then direct I/O is disabled.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","index_granularity_bytes","10485760","10485760",0,"
    Maximum size of data granules in bytes.

    To restrict the granule size only by number of rows, set to `0` (not recommended).
    ",\N,\N,"[]",0,"UInt64",0,"Production"
