"ch_version","name","value","changed","description","min","max","readonly","type"
"20.9.6.14","temporary_files_codec","LZ4",0,"Set compression codec for temporary files (sort and join on disk). I.e. LZ4, NONE.",\N,\N,0,"String"
"20.9.6.14","max_rows_to_transfer","0",0,"Maximum size (in rows) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed.",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_to_transfer","0",0,"Maximum size (in uncompressed bytes) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed.",\N,\N,0,"UInt64"
"20.9.6.14","transfer_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","max_rows_in_distinct","0",0,"Maximum number of elements during execution of DISTINCT.",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_in_distinct","0",0,"Maximum total size of state (in uncompressed bytes) in memory for the execution of DISTINCT.",\N,\N,0,"UInt64"
"20.9.6.14","distinct_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","max_memory_usage","10000000000",1,"Maximum memory usage for processing of single query. Zero means unlimited.",\N,\N,0,"UInt64"
"20.9.6.14","max_memory_usage_for_user","0",0,"Maximum memory usage for processing all concurrently running queries for the user. Zero means unlimited.",\N,\N,0,"UInt64"
"20.9.6.14","max_untracked_memory","4194304",0,"Small allocations and deallocations are grouped in thread local variable and tracked or profiled only when amount (in absolute value) becomes larger than specified value. If the value is higher than 'memory_profiler_step' it will be effectively lowered to 'memory_profiler_step'.",\N,\N,0,"UInt64"
"20.9.6.14","memory_profiler_step","0",0,"Whenever query memory usage becomes larger than every next step in number of bytes the memory profiler will collect the allocating stack trace. Zero means disabled memory profiler. Values lower than a few megabytes will slow down query processing.",\N,\N,0,"UInt64"
"20.9.6.14","memory_profiler_sample_probability","0",0,"Collect random allocations and deallocations and write them into system.trace_log with 'MemorySample' trace_type. The probability is for every alloc/free regardless to the size of the allocation. Note that sampling happens only when the amount of untracked memory exceeds 'max_untracked_memory'. You may want to set 'max_untracked_memory' to 0 for extra fine grained sampling.",\N,\N,0,"Float"
"20.9.6.14","max_network_bandwidth","0",0,"The maximum speed of data exchange over the network in bytes per second for a query. Zero means unlimited.",\N,\N,0,"UInt64"
"20.9.6.14","max_network_bytes","0",0,"The maximum number of bytes (compressed) to receive or transmit over the network for execution of the query.",\N,\N,0,"UInt64"
"20.9.6.14","max_network_bandwidth_for_user","0",0,"The maximum speed of data exchange over the network in bytes per second for all concurrently running user queries. Zero means unlimited.",\N,\N,0,"UInt64"
"20.9.6.14","max_network_bandwidth_for_all_users","0",0,"The maximum speed of data exchange over the network in bytes per second for all concurrently running queries. Zero means unlimited.",\N,\N,0,"UInt64"
"20.9.6.14","log_profile_events","1",0,"Log query performance statistics into the query_log and query_thread_log.",\N,\N,0,"Bool"
"20.9.6.14","log_query_settings","1",0,"Log query settings into the query_log.",\N,\N,0,"Bool"
"20.9.6.14","log_query_threads","1",0,"Log query threads into system.query_thread_log table. This setting have effect only when 'log_queries' is true.",\N,\N,0,"Bool"
"20.9.6.14","send_logs_level","fatal",0,"Send server text logs with specified minimum level to client. Valid values: 'trace', 'debug', 'information', 'warning', 'error', 'fatal', 'none'",\N,\N,0,"LogsLevel"
"20.9.6.14","enable_optimize_predicate_expression","1",0,"If it is set to true, optimize predicates to subqueries.",\N,\N,0,"Bool"
"20.9.6.14","enable_optimize_predicate_expression_to_final_subquery","1",0,"Allow push predicate to final subquery.",\N,\N,0,"Bool"
"20.9.6.14","allow_push_predicate_when_subquery_contains_with","1",0,"Allows push predicate when subquery contains WITH clause",\N,\N,0,"Bool"
"20.9.6.14","low_cardinality_max_dictionary_size","8192",0,"Maximum size (in rows) of shared global dictionary for LowCardinality type.",\N,\N,0,"UInt64"
"20.9.6.14","low_cardinality_use_single_dictionary_for_part","0",0,"LowCardinality type serialization setting. If is true, than will use additional keys when global dictionary overflows. Otherwise, will create several shared dictionaries.",\N,\N,0,"Bool"
"20.9.6.14","decimal_check_overflow","1",0,"Check overflow of decimal arithmetic/comparison operations",\N,\N,0,"Bool"
"20.9.6.14","prefer_localhost_replica","1",0,"1 - always send query to local replica, if it exists. 0 - choose replica to send query between local and remote ones according to load_balancing",\N,\N,0,"Bool"
"20.9.6.14","max_fetch_partition_retries_count","5",0,"Amount of retries while fetching partition from another host.",\N,\N,0,"UInt64"
"20.9.6.14","http_max_multipart_form_data_size","1073741824",0,"Limit on size of multipart/form-data content. This setting cannot be parsed from URL parameters and should be set in user profile. Note that content is parsed and external tables are created in memory before start of query execution. And this is the only limit that has effect on that stage (limits on max memory usage and max execution time have no effect while reading HTTP form data).",\N,\N,0,"UInt64"
"20.9.6.14","calculate_text_stack_trace","1",0,"Calculate text stack trace in case of exceptions during query execution. This is the default. It requires symbol lookups that may slow down fuzzing tests when huge amount of wrong queries are executed. In normal cases you should not disable this option.",\N,\N,0,"Bool"
"20.9.6.14","allow_ddl","1",0,"If it is set to true, then a user is allowed to executed DDL queries.",\N,\N,0,"Bool"
"20.9.6.14","parallel_view_processing","0",0,"Enables pushing to attached views concurrently instead of sequentially.",\N,\N,0,"Bool"
"20.9.6.14","enable_debug_queries","0",0,"Enables debug queries such as AST.",\N,\N,0,"Bool"
"20.9.6.14","enable_unaligned_array_join","0",0,"Allow ARRAY JOIN with multiple arrays that have different sizes. When this settings is enabled, arrays will be resized to the longest one.",\N,\N,0,"Bool"
"20.9.6.14","optimize_read_in_order","1",0,"Enable ORDER BY optimization for reading data in corresponding order in MergeTree tables.",\N,\N,0,"Bool"
"20.9.6.14","optimize_aggregation_in_order","0",0,"Enable GROUP BY optimization for aggregating data in corresponding order in MergeTree tables.",\N,\N,0,"Bool"
"20.9.6.14","read_in_order_two_level_merge_threshold","100",0,"Minimal number of parts to read to run preliminary merge step during multithread reading in order of primary key.",\N,\N,0,"UInt64"
"20.9.6.14","low_cardinality_allow_in_native_format","1",0,"Use LowCardinality type in Native format. Otherwise, convert LowCardinality columns to ordinary for select query, and convert ordinary columns to required LowCardinality for insert query.",\N,\N,0,"Bool"
"20.9.6.14","cancel_http_readonly_queries_on_client_close","0",0,"Cancel HTTP readonly queries when a client closes the connection without waiting for response.",\N,\N,0,"Bool"
"20.9.6.14","external_table_functions_use_nulls","1",0,"If it is set to true, external table functions will implicitly use Nullable type if needed. Otherwise NULLs will be substituted with default values. Currently supported only by 'mysql' and 'odbc' table functions.",\N,\N,0,"Bool"
"20.9.6.14","allow_hyperscan","1",0,"Allow functions that use Hyperscan library. Disable to avoid potentially long compilation times and excessive resource usage.",\N,\N,0,"Bool"
"20.9.6.14","allow_simdjson","1",0,"Allow using simdjson library in 'JSON*' functions if AVX2 instructions are available. If disabled rapidjson will be used.",\N,\N,0,"Bool"
"20.9.6.14","allow_introspection_functions","0",0,"Allow functions for introspection of ELF and DWARF for query profiling. These functions are slow and may impose security considerations.",\N,\N,0,"Bool"
"20.9.6.14","max_partitions_per_insert_block","100",0,"Limit maximum number of partitions in single INSERTed block. Zero means unlimited. Throw exception if the block contains too many partitions. This setting is a safety threshold, because using large number of partitions is a common misconception.",\N,\N,0,"UInt64"
"20.9.6.14","check_query_single_value_result","1",0,"Return check query result as single 1/0 value",\N,\N,0,"Bool"
"20.9.6.14","allow_drop_detached","0",0,"Allow ALTER TABLE ... DROP DETACHED PART[ITION] ... queries",\N,\N,0,"Bool"
"20.9.6.14","distributed_replica_error_half_life","60",0,"Time period reduces replica error counter by 2 times.",\N,\N,0,"Seconds"
"20.9.6.14","distributed_replica_error_cap","1000",0,"Max number of errors per replica, prevents piling up an incredible amount of errors if replica was offline for some time and allows it to be reconsidered in a shorter amount of time.",\N,\N,0,"UInt64"
"20.9.6.14","distributed_replica_max_ignored_errors","0",0,"Number of errors that will be ignored while choosing replicas",\N,\N,0,"UInt64"
"20.9.6.14","allow_experimental_live_view","0",0,"Enable LIVE VIEW. Not mature enough.",\N,\N,0,"Bool"
"20.9.6.14","live_view_heartbeat_interval","15",0,"The heartbeat interval in seconds to indicate live query is alive.",\N,\N,0,"Seconds"
"20.9.6.14","max_live_view_insert_blocks_before_refresh","64",0,"Limit maximum number of inserted blocks after which mergeable blocks are dropped and query is re-executed.",\N,\N,0,"UInt64"
"20.9.6.14","min_free_disk_space_for_temporary_data","0",0,"The minimum disk space to keep while writing temporary data used in external sorting and aggregation.",\N,\N,0,"UInt64"
"20.9.6.14","default_database_engine","Ordinary",0,"Default database engine.",\N,\N,0,"DefaultDatabaseEngine"
"20.9.6.14","show_table_uuid_in_table_create_query_if_not_nil","0",0,"For tables in databases with Engine=Atomic show UUID of the table in its CREATE query.",\N,\N,0,"Bool"
"20.9.6.14","enable_scalar_subquery_optimization","1",0,"If it is set to true, prevent scalar subqueries from (de)serializing large scalar values and possibly avoid running the same subquery more than once.",\N,\N,0,"Bool"
"20.9.6.14","optimize_trivial_count_query","1",0,"Process trivial 'SELECT count() FROM table' query from metadata.",\N,\N,0,"Bool"
"20.9.6.14","mutations_sync","0",0,"Wait for synchronous execution of ALTER TABLE UPDATE/DELETE queries (mutations). 0 - execute asynchronously. 1 - wait current server. 2 - wait all replicas if they exist.",\N,\N,0,"UInt64"
"20.9.6.14","optimize_move_functions_out_of_any","1",0,"Move functions out of aggregate functions 'any', 'anyLast'.",\N,\N,0,"Bool"
"20.9.6.14","optimize_injective_functions_inside_uniq","1",0,"Delete injective functions of one argument inside uniq*() functions.",\N,\N,0,"Bool"
"20.9.6.14","optimize_arithmetic_operations_in_aggregate_functions","1",0,"Move arithmetic operations out of aggregation functions",\N,\N,0,"Bool"
"20.9.6.14","optimize_duplicate_order_by_and_distinct","1",0,"Remove duplicate ORDER BY and DISTINCT if it's possible",\N,\N,0,"Bool"
"20.9.6.14","optimize_redundant_functions_in_order_by","1",0,"Remove functions from ORDER BY if its argument is also in ORDER BY",\N,\N,0,"Bool"
"20.9.6.14","optimize_if_chain_to_multiif","0",0,"Replace if(cond1, then1, if(cond2, ...)) chains to multiIf. Currently it's not beneficial for numeric types.",\N,\N,0,"Bool"
"20.9.6.14","optimize_if_transform_strings_to_enum","0",0,"Replaces string-type arguments in If and Transform to enum. Disabled by default cause it could make inconsistent change in distributed query that would lead to its fail.",\N,\N,0,"Bool"
"20.9.6.14","optimize_monotonous_functions_in_order_by","1",0,"Replace monotonous function with its argument in ORDER BY",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_alter_materialized_view_structure","0",0,"Allow atomic alter on Materialized views. Work in progress.",\N,\N,0,"Bool"
"20.9.6.14","enable_early_constant_folding","1",0,"Enable query optimization where we analyze function and subqueries results and rewrite query if there're constants there",\N,\N,0,"Bool"
"20.9.6.14","deduplicate_blocks_in_dependent_materialized_views","0",0,"Should deduplicate blocks for materialized views if the block is not a duplicate for the table. Use true to always deduplicate in dependent tables.",\N,\N,0,"Bool"
"20.9.6.14","use_compact_format_in_distributed_parts_names","0",0,"Changes format of directories names for distributed table insert parts.",\N,\N,0,"Bool"
"20.9.6.14","multiple_joins_rewriter_version","2",0,"1 or 2. Second rewriter version knows about table columns and keep not clashed names as is.",\N,\N,0,"UInt64"
"20.9.6.14","validate_polygons","1",0,"Throw exception if polygon is invalid in function pointInPolygon (e.g. self-tangent, self-intersecting). If the setting is false, the function will accept invalid polygons but may silently return wrong result.",\N,\N,0,"Bool"
"20.9.6.14","max_parser_depth","1000",0,"Maximum parser depth (recursion depth of recursive descend parser).",\N,\N,0,"UInt64"
"20.9.6.14","temporary_live_view_timeout","5",0,"Timeout after which temporary live view is deleted.",\N,\N,0,"Seconds"
"20.9.6.14","transform_null_in","0",0,"If enabled, NULL values will be matched with 'IN' operator as if they are considered equal.",\N,\N,0,"Bool"
"20.9.6.14","allow_nondeterministic_mutations","0",0,"Allow non-deterministic functions in ALTER UPDATE/ALTER DELETE statements",\N,\N,0,"Bool"
"20.9.6.14","lock_acquire_timeout","120",0,"How long locking request should wait before failing",\N,\N,0,"Seconds"
"20.9.6.14","materialize_ttl_after_modify","1",0,"Apply TTL for old data, after ALTER MODIFY TTL query",\N,\N,0,"Bool"
"20.9.6.14","function_implementation","",0,"Choose function implementation for specific target or variant (experimental). If empty enable all of them.",\N,\N,0,"String"
"20.9.6.14","allow_experimental_geo_types","0",0,"Allow geo data types such as Point, Ring, Polygon, MultiPolygon",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_bigint_types","0",0,"Allow Int128, Int256, UInt256 and Decimal256 types",\N,\N,0,"Bool"
"20.9.6.14","data_type_default_nullable","0",0,"Data types without NULL or NOT NULL will make Nullable",\N,\N,0,"Bool"
"20.9.6.14","cast_keep_nullable","0",0,"CAST operator keep Nullable for result data type",\N,\N,0,"Bool"
"20.9.6.14","alter_partition_verbose_result","0",0,"Output information about affected parts. Currently works only for FREEZE and ATTACH commands.",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_database_materialize_mysql","0",0,"Allow to create database with Engine=MaterializeMySQL(...).",\N,\N,0,"Bool"
"20.9.6.14","system_events_show_zero_values","0",0,"Include all metrics, even with zero values",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_low_cardinality_type","1",0,"Obsolete setting, does nothing. Will be removed after 2019-08-13",\N,\N,0,"Bool"
"20.9.6.14","compile","0",0,"Whether query compilation is enabled. Will be removed after 2020-03-13",\N,\N,0,"Bool"
"20.9.6.14","min_count_to_compile","0",0,"Obsolete setting, does nothing. Will be removed after 2020-03-13",\N,\N,0,"UInt64"
"20.9.6.14","allow_experimental_multiple_joins_emulation","1",0,"Obsolete setting, does nothing. Will be removed after 2020-05-31",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_cross_to_join_conversion","1",0,"Obsolete setting, does nothing. Will be removed after 2020-05-31",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_data_skipping_indices","1",0,"Obsolete setting, does nothing. Will be removed after 2020-05-31",\N,\N,0,"Bool"
"20.9.6.14","merge_tree_uniform_read_distribution","1",0,"Obsolete setting, does nothing. Will be removed after 2020-05-20",\N,\N,0,"Bool"
"20.9.6.14","mark_cache_min_lifetime","0",0,"Obsolete setting, does nothing. Will be removed after 2020-05-31",\N,\N,0,"UInt64"
"20.9.6.14","partial_merge_join","0",0,"Obsolete. Use join_algorithm='prefer_partial_merge' instead.",\N,\N,0,"Bool"
"20.9.6.14","max_memory_usage_for_all_queries","0",0,"Obsolete. Will be removed after 2020-10-20",\N,\N,0,"UInt64"
"20.9.6.14","force_optimize_skip_unused_shards_no_nested","0",0,"Obsolete setting, does nothing. Will be removed after 2020-12-01. Use force_optimize_skip_unused_shards_nesting instead.",\N,\N,0,"Bool"
"20.9.6.14","experimental_use_processors","1",0,"Obsolete setting, does nothing. Will be removed after 2020-11-29.",\N,\N,0,"Bool"
"20.9.6.14","optimize_trivial_insert_select","1",0,"Optimize trivial 'INSERT INTO table SELECT ... FROM TABLES' query",\N,\N,0,"Bool"
"20.9.6.14","allow_experimental_database_atomic","1",0,"Obsolete setting, does nothing. Will be removed after 2021-02-12",\N,\N,0,"Bool"
"20.9.6.14","format_csv_delimiter",",",0,"The character to be considered as a delimiter in CSV data. If setting with a string, a string has to have a length of 1.",\N,\N,0,"Char"
"20.9.6.14","format_csv_allow_single_quotes","1",0,"If it is set to true, allow strings in single quotes.",\N,\N,0,"Bool"
"20.9.6.14","format_csv_allow_double_quotes","1",0,"If it is set to true, allow strings in double quotes.",\N,\N,0,"Bool"
"20.9.6.14","output_format_csv_crlf_end_of_line","0",0,"If it is set true, end of line in CSV format will be \r\n instead of \n.",\N,\N,0,"Bool"
"20.9.6.14","input_format_csv_unquoted_null_literal_as_null","0",0,"Consider unquoted NULL literal as \N",\N,\N,0,"Bool"
"20.9.6.14","input_format_skip_unknown_fields","0",0,"Skip columns with unknown names from input data (it works for JSONEachRow, CSVWithNames, TSVWithNames and TSKV formats).",\N,\N,0,"Bool"
"20.9.6.14","input_format_with_names_use_header","1",0,"For TSVWithNames and CSVWithNames input formats this controls whether format parser is to assume that column data appear in the input exactly as they are specified in the header.",\N,\N,0,"Bool"
"20.9.6.14","input_format_import_nested_json","0",0,"Map nested JSON data to nested tables (it works for JSONEachRow format).",\N,\N,0,"Bool"
"20.9.6.14","optimize_aggregators_of_group_by_keys","1",0,"Eliminates min/max/any/anyLast aggregators of GROUP BY keys in SELECT section",\N,\N,0,"Bool"
"20.9.6.14","input_format_defaults_for_omitted_fields","1",0,"For input data calculate default expressions for omitted fields (it works for JSONEachRow, CSV and TSV formats).",\N,\N,0,"Bool"
"20.9.6.14","input_format_tsv_empty_as_default","0",0,"Treat empty fields in TSV input as default values.",\N,\N,0,"Bool"
"20.9.6.14","input_format_null_as_default","0",0,"For text input formats initialize null fields with default values if data type of this field is not nullable",\N,\N,0,"Bool"
"20.9.6.14","date_time_input_format","basic",0,"Method to read DateTime from text input formats. Possible values: 'basic' and 'best_effort'.",\N,\N,0,"DateTimeInputFormat"
"20.9.6.14","optimize_group_by_function_keys","1",0,"Eliminates functions of other keys in GROUP BY section",\N,\N,0,"Bool"
"20.9.6.14","input_format_values_interpret_expressions","1",0,"For Values format: if the field could not be parsed by streaming parser, run SQL parser and try to interpret it as SQL expression.",\N,\N,0,"Bool"
"20.9.6.14","input_format_values_deduce_templates_of_expressions","1",0,"For Values format: if the field could not be parsed by streaming parser, run SQL parser, deduce template of the SQL expression, try to parse all rows using template and then interpret expression for all rows.",\N,\N,0,"Bool"
"20.9.6.14","input_format_values_accurate_types_of_literals","1",0,"For Values format: when parsing and interpreting expressions using template, check actual type of literal to avoid possible overflow and precision issues.",\N,\N,0,"Bool"
"20.9.6.14","input_format_avro_allow_missing_fields","0",0,"For Avro/AvroConfluent format: when field is not found in schema use default value instead of error",\N,\N,0,"Bool"
"20.9.6.14","format_avro_schema_registry_url","",0,"For AvroConfluent format: Confluent Schema Registry URL.",\N,\N,0,"URI"
"20.9.6.14","output_format_json_quote_64bit_integers","1",0,"Controls quoting of 64-bit integers in JSON output format.",\N,\N,0,"Bool"
"20.9.6.14","output_format_json_quote_denormals","0",0,"Enables '+nan', '-nan', '+inf', '-inf' outputs in JSON output format.",\N,\N,0,"Bool"
"20.9.6.14","output_format_json_escape_forward_slashes","1",0,"Controls escaping forward slashes for string outputs in JSON output format. This is intended for compatibility with JavaScript. Don't confuse with backslashes that are always escaped.",\N,\N,0,"Bool"
"20.9.6.14","output_format_pretty_max_rows","10000",0,"Rows limit for Pretty formats.",\N,\N,0,"UInt64"
"20.9.6.14","output_format_pretty_max_column_pad_width","250",0,"Maximum width to pad all values in a column in Pretty formats.",\N,\N,0,"UInt64"
"20.9.6.14","output_format_pretty_max_value_width","10000",0,"Maximum width of value to display in Pretty formats. If greater - it will be cut.",\N,\N,0,"UInt64"
"20.9.6.14","output_format_pretty_color","1",0,"Use ANSI escape sequences to paint colors in Pretty formats",\N,\N,0,"Bool"
"20.9.6.14","output_format_pretty_grid_charset","UTF-8",0,"Charset for printing grid borders. Available charsets: ASCII, UTF-8 (default one).",\N,\N,0,"String"
"20.9.6.14","output_format_parquet_row_group_size","1000000",0,"Row group size in rows.",\N,\N,0,"UInt64"
"20.9.6.14","output_format_avro_codec","",0,"Compression codec used for output. Possible values: 'null', 'deflate', 'snappy'.",\N,\N,0,"String"
"20.9.6.14","output_format_avro_sync_interval","16384",0,"Sync interval in bytes.",\N,\N,0,"UInt64"
"20.9.6.14","output_format_tsv_crlf_end_of_line","0",0,"If it is set true, end of line in TSV format will be \r\n instead of \n.",\N,\N,0,"Bool"
"20.9.6.14","input_format_allow_errors_num","0",0,"Maximum absolute amount of errors while reading text formats (like CSV, TSV). In case of error, if at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue.",\N,\N,0,"UInt64"
"20.9.6.14","input_format_allow_errors_ratio","0",0,"Maximum relative amount of errors while reading text formats (like CSV, TSV). In case of error, if at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue.",\N,\N,0,"Float"
"20.9.6.14","format_schema","",0,"Schema identifier (used by schema-based formats)",\N,\N,0,"String"
"20.9.6.14","format_template_resultset","",0,"Path to file which contains format string for result set (for Template format)",\N,\N,0,"String"
"20.9.6.14","format_template_row","",0,"Path to file which contains format string for rows (for Template format)",\N,\N,0,"String"
"20.9.6.14","format_template_rows_between_delimiter","
",0,"Delimiter between rows (for Template format)",\N,\N,0,"String"
"20.9.6.14","format_custom_escaping_rule","Escaped",0,"Field escaping rule (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_custom_field_delimiter","	",0,"Delimiter between fields (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_custom_row_before_delimiter","",0,"Delimiter before field of the first column (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_custom_row_after_delimiter","
",0,"Delimiter after field of the last column (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_custom_row_between_delimiter","",0,"Delimiter between rows (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_custom_result_before_delimiter","",0,"Prefix before result set (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_custom_result_after_delimiter","",0,"Suffix after result set (for CustomSeparated format)",\N,\N,0,"String"
"20.9.6.14","format_regexp","",0,"Regular expression (for Regexp format)",\N,\N,0,"String"
"20.9.6.14","format_regexp_escaping_rule","Escaped",0,"Field escaping rule (for Regexp format)",\N,\N,0,"String"
"20.9.6.14","format_regexp_skip_unmatched","0",0,"Skip lines unmatched by regular expression (for Regexp format",\N,\N,0,"Bool"
"20.9.6.14","output_format_enable_streaming","0",0,"Enable streaming in output formats that support it.",\N,\N,0,"Bool"
"20.9.6.14","output_format_write_statistics","1",0,"Write statistics about read rows, bytes, time elapsed in suitable output formats.",\N,\N,0,"Bool"
"20.9.6.14","allow_non_metadata_alters","1",0,"Allow to execute alters which affects not only tables metadata, but also data on disk",\N,\N,0,"Bool"
